True Emotion,Predicted Emotion,Time Taken (s),,,,
8,8,0.01187849,1,,,
4,6,0.011818647,0,,,
6,6,0.011819839,1,,,
8,8,0.011754274,1,,,
8,8,0.011787176,1,,,
2,2,0.011778593,1,,,
2,4,0.011794806,0,,,
7,5,0.011816978,0,,,
2,2,0.011745691,1,,,
6,5,0.011784315,0,,,
0,4,0.011765003,0,,,
0,6,0.011758089,0,,,
7,6,0.011741638,0,,,
6,4,0.01175952,0,,,
6,4,0.011738777,0,,,
8,5,0.011745453,0,,,
8,8,0.011707783,1,,,
6,6,0.01176095,1,,,
5,8,0.011726618,0,,,
8,8,0.011783361,1,,,
4,0,0.011776447,0,,,
5,6,0.011802673,0,,,
4,4,0.011747122,1,,,
2,2,0.011720896,1,,,
7,8,0.011715412,0,,,
5,8,0.011751413,0,,,
8,0,0.011740446,0,,,
7,6,0.011710882,0,,,
4,4,0.011719942,1,,,
4,4,0.011797905,1,,,
0,6,0.011723042,0,,,
2,2,0.011689425,1,,,
4,4,0.011722326,1,,,
4,6,0.01173687,0,,,
6,4,0.01175952,0,,,
7,6,0.01176095,0,,,
8,4,0.011708736,0,,,
4,4,0.011711836,1,,,
6,2,0.011694908,0,,,
6,6,0.011673212,1,,,
8,8,0.01169157,1,,,
4,2,0.011736631,0,,,
6,6,0.01167798,1,,,
7,6,0.011771679,0,,,
8,8,0.0116961,1,,,
0,0,0.011748314,1,,,
6,7,0.011737347,0,,,
0,5,0.011716127,0,,,
0,6,0.011711121,0,,,
2,2,0.011744499,1,,,
0,4,0.011735439,0,,,
4,8,0.011725903,0,,,
2,2,0.01178956,1,,,
5,8,0.011786938,0,,,
4,0,0.011791468,0,,,
2,4,0.01177597,0,,,
7,7,0.011797667,1,,,
6,6,0.011775494,1,,,
6,4,0.011799097,0,,,
7,7,0.011796474,1,,,
5,9,0.011813879,0,,,
4,4,0.011851311,1,,,
6,6,0.011832476,1,,,
6,2,0.011791945,0,,,
0,4,0.011837721,0,,,
8,4,0.011829853,0,,,
4,4,0.011886835,1,,,
6,6,0.011772394,1,,,
0,7,0.011791468,0,,,
4,4,0.011783838,1,,,
5,2,0.011780977,0,,,
8,8,0.011767626,1,,,
8,8,0.011856079,1,,,
2,2,0.011794329,1,,,
7,6,0.011820555,0,,,
6,7,0.011824369,0,,,
5,6,0.01181078,0,,,
6,6,0.011760235,1,,,
6,8,0.011744261,0,,,
8,4,0.011749744,0,,,
8,4,0.0117383,0,,,
0,4,0.011723757,0,,,
4,0,0.011689901,0,,,
7,8,0.011710167,0,,,
6,6,0.011741638,1,,,
6,6,0.0117383,1,,,
8,8,0.011775255,1,,,
4,4,0.011829376,1,,,
6,8,0.011779308,0,,,
2,0,0.01183033,0,,,
4,4,0.011792421,1,,,
6,2,0.011805296,0,,,
8,8,0.01184535,1,,,
6,4,0.011848211,0,,,
2,6,0.011828423,0,,,
8,8,0.011806726,1,,,
0,4,0.011787653,0,,,
0,4,0.011728048,0,,,
7,8,0.011765003,0,,,
0,6,0.011752367,0,,,
5,4,0.011744022,0,,,
8,6,0.011762142,0,,,
6,6,0.011711359,1,,,
8,8,0.011737347,1,,,
6,6,0.011722088,1,,,
8,7,0.011731386,0,,,
4,4,0.011756897,1,,,
2,2,0.01183629,1,,,
4,4,0.011786222,1,,,
0,4,0.011800051,0,,,
6,6,0.011772394,1,,,
9,6,0.01177907,0,,,
6,4,0.011758566,0,,,
4,4,0.011724949,1,,,
6,6,0.011789322,1,,,
5,2,0.01177907,0,,,
4,8,0.011785507,0,,,
8,8,0.011762619,1,,,
2,8,0.011801958,0,,,
6,4,0.011837006,0,,,
6,4,0.011744976,0,,,
6,2,0.011744499,0,,,
8,4,0.011759043,0,,,
9,8,0.011771917,0,,,
6,6,0.011757612,1,,,
5,4,0.011716366,0,,,
7,5,0.011773825,0,,,
2,4,0.01175189,0,,,
6,8,0.011831999,0,,,
8,4,0.011745214,0,,,
5,4,0.011741638,0,,,
3,6,0.011744738,0,,,
5,4,0.011737823,0,,,
7,7,0.01179719,1,,,
6,6,0.011781931,1,,,
4,4,0.011754274,1,,,
8,8,0.011753082,1,,,
5,7,0.01181531,0,,,
2,2,0.011842966,1,,,
5,7,0.011796713,0,,,
8,7,0.011798859,0,,,
6,4,0.01179266,0,,,
6,4,0.011811018,0,,,
6,6,0.011792421,1,,,
2,2,0.011839151,1,,,
4,4,0.011809349,1,,,
2,2,0.011819124,1,,,
2,2,0.011841297,1,,,
4,4,0.011749506,1,,,
4,4,0.011809349,1,,,
4,4,0.011773825,1,,,
6,7,0.011824608,0,,,
8,8,0.01179266,1,,,
4,4,0.011752129,1,,,
6,8,0.011780262,0,,,
4,4,0.011787415,1,,,
0,0,0.01173234,1,,,
0,7,0.011735678,0,,,
6,0,0.011751652,0,,,
6,4,0.011762619,0,,,
2,6,0.011751413,0,,,
4,0,0.011715889,0,,,
7,7,0.011811495,1,,,
7,6,0.011750937,0,,,
6,2,0.011717319,0,,,
0,0,0.011759758,1,,,
6,6,0.011708498,1,,,
0,6,0.011716843,0,,,
8,4,0.011735439,0,,,
2,2,0.011715651,1,,,
6,4,0.011719704,0,,,
6,4,0.011778116,0,,,
6,4,0.011738539,0,,,
2,4,0.011752605,0,,,
6,8,0.011775255,0,,,
8,4,0.011813641,0,,,
6,6,0.011720896,1,,,
4,4,0.011752605,1,,,
4,4,0.011758089,1,,,
4,4,0.011719704,1,,,
6,6,0.011740685,1,,,
5,6,0.011671782,0,,,
4,4,0.011664391,1,,,
5,8,0.011718035,0,,,
0,4,0.011694193,0,,,
8,8,0.011683941,1,,,
2,4,0.011710405,0,,,
4,0,0.011695623,0,,,
2,6,0.011757374,0,,,
8,8,0.011713028,1,,,
7,6,0.011701822,0,,,
0,0,0.011718988,1,,,
8,4,0.011674166,0,,,
8,8,0.011701584,1,,,
4,2,0.011786938,0,,,
6,6,0.011784315,1,,,
4,6,0.011766195,0,,,
8,8,0.01173234,1,,,
4,4,0.011763573,1,,,
0,2,0.011830807,0,,,
4,4,0.011758566,1,,,
7,6,0.011764288,0,,,
4,4,0.011744499,1,,,
8,8,0.011744022,1,,,
4,2,0.01171875,0,,,
4,4,0.011690378,1,,,
0,4,0.011769772,0,,,
3,6,0.011805058,0,,,
6,4,0.011748791,0,,,
6,6,0.011758566,1,,,
7,7,0.011789083,1,,,
6,4,0.011775494,0,,,
2,4,0.011770487,0,,,
4,4,0.011768103,1,,,
7,7,0.011795759,1,,,
4,2,0.011797667,0,,,
6,4,0.011768818,0,,,
5,8,0.011728048,0,,,
6,6,0.011826754,1,,,
0,4,0.011804104,0,,,
2,8,0.011850119,0,,,
7,6,0.011786222,0,,,
0,0,0.011799097,1,,,
9,9,0.011766672,1,,,
6,5,0.011752844,0,,,
8,8,0.011765242,1,,,
1,4,0.011755228,0,,,
0,6,0.011759281,0,,,
9,7,0.011763334,0,,,
5,8,0.01178813,0,,,
8,4,0.011799812,0,,,
4,4,0.011744022,1,,,
7,5,0.011727571,0,,,
2,2,0.011703014,1,,,
6,8,0.011778355,0,,,
8,6,0.011776686,0,,,
0,5,0.011785746,0,,,
2,4,0.011740923,0,,,
5,0,0.011722088,0,,,
6,6,0.011774778,1,,,
6,6,0.011766911,1,,,
7,7,0.011761904,1,,,
7,6,0.011749506,0,,,
6,6,0.011785984,1,,,
6,4,0.011742353,0,,,
8,8,0.011719465,1,,,
6,8,0.011751175,0,,,
7,8,0.011721373,0,,,
6,6,0.011737347,1,,,
2,2,0.011692286,1,,,
9,6,0.01170969,0,,,
0,4,0.011690855,0,,,
0,4,0.011711836,0,,,
4,4,0.011717081,1,,,
8,6,0.011740446,0,,,
5,6,0.011721373,0,,,
6,6,0.011691093,1,,,
4,4,0.011744976,1,,,
2,8,0.011707306,0,,,
6,8,0.011725187,0,,,
6,7,0.011711597,0,,,
4,4,0.011749983,1,,,
6,6,0.011754036,1,,,
2,4,0.011799574,0,,,
0,6,0.012038946,0,,,
5,4,0.011831045,0,,,
6,4,0.011707544,0,,,
2,4,0.011740685,0,,,
2,6,0.01173377,0,,,
0,8,0.011725426,0,,,
7,7,0.011731625,1,,,
4,8,0.011753559,0,,,
8,4,0.011719227,0,,,
2,0,0.011688709,0,,,
4,8,0.011683941,0,,,
2,4,0.011678934,0,,,
0,0,0.011775017,1,,,
8,0,0.011688948,0,,,
2,6,0.011660099,0,,,
8,8,0.011694908,1,,,
2,2,0.011766672,1,,,
6,8,0.011770725,0,,,
2,2,0.011739731,1,,,
2,2,0.011706591,1,,,
6,0,0.011669159,0,,,
0,4,0.011763334,0,,,
5,6,0.011754036,0,,,
8,4,0.011756659,0,,,
4,4,0.011744738,1,,,
2,2,0.011758327,1,,,
5,8,0.011754513,0,,,
4,4,0.011812925,1,,,
8,4,0.011798382,0,,,
4,4,0.011795521,1,,,
2,4,0.011815548,0,,,
7,6,0.011812687,0,,,
8,8,0.0117383,1,,,
6,6,0.011740446,1,,,
2,4,0.011800289,0,,,
5,8,0.011810064,0,,,
6,4,0.011807442,0,,,
8,8,0.011801004,1,,,
0,5,0.011801958,0,,,
6,6,0.011823177,1,,,
4,8,0.011776447,0,,,
4,4,0.011760473,1,,,
2,4,0.011697292,0,,,
8,8,0.011703014,1,,,
2,6,0.011760473,0,,,
8,8,0.011694431,1,,,
6,4,0.011719942,0,,,
5,0,0.011734247,0,,,
6,8,0.011722088,0,,,
4,4,0.011774778,1,,,
8,8,0.011738777,1,,,
4,6,0.011777401,0,,,
4,6,0.011733055,0,,,
4,4,0.011757851,1,,,
5,4,0.011821985,0,,,
8,4,0.011708736,0,,,
4,4,0.011693716,1,,,
2,6,0.011737585,0,,,
6,2,0.011711836,0,,,
2,4,0.011743784,0,,,
2,2,0.01173234,1,,,
8,6,0.011691093,0,,,
6,7,0.011715651,0,,,
5,5,0.011749029,1,,,
4,0,0.011729002,0,,,
5,4,0.011713505,0,,,
8,4,0.011743069,0,,,
0,4,0.011803865,0,,,
6,6,0.011768103,1,,,
6,6,0.011654377,1,,,
8,4,0.011756897,0,,,
8,8,0.011744738,1,,,
5,6,0.011741638,0,,,
6,4,0.011750221,0,,,
6,4,0.01175952,0,,,
2,0,0.011787176,0,,,
5,8,0.011776686,0,,,
0,6,0.011726618,0,,,
6,6,0.011720181,1,,,
6,4,0.011733055,0,,,
6,0,0.011733055,0,,,
7,6,0.011694193,0,,,
0,2,0.011712074,0,,,
6,6,0.011753082,1,,,
2,2,0.011744022,1,,,
4,8,0.01167345,0,,,
6,6,0.011710882,1,,,
5,4,0.011808634,0,,,
6,0,0.011830091,0,,,
8,4,0.011722326,0,,,
9,6,0.011699677,0,,,
5,5,0.011725903,1,,,
7,6,0.011729717,0,,,
4,8,0.01175499,0,,,
2,6,0.011768341,0,,,
2,8,0.011776924,0,,,
2,4,0.011845827,0,,,
0,8,0.01179409,0,,,
4,4,0.01175499,1,,,
6,6,0.011770725,1,,,
9,8,0.011870384,0,,,
4,4,0.011809826,1,,,
0,4,0.011804819,0,,,
8,4,0.011776447,0,,,
6,8,0.011761189,0,,,
6,5,0.011768341,0,,,
6,6,0.011754036,1,,,
6,6,0.011772156,1,,,
8,6,0.011785746,0,,,
6,6,0.011723995,1,,,
8,8,0.011725426,1,,,
8,8,0.011784077,1,,,
8,6,0.011730671,0,,,
5,6,0.011737108,0,,,
9,6,0.011659145,0,,,
4,4,0.011739731,1,,,
8,8,0.011696577,1,,,
6,4,0.011769295,0,,,
6,6,0.011765957,1,,,
7,6,0.011771202,0,,,
2,6,0.011804104,0,,,
0,0,0.011846781,1,,,
6,2,0.011728287,0,,,
4,0,0.011752129,0,,,
2,4,0.011772871,0,,,
4,0,0.01176405,0,,,
5,4,0.011781454,0,,,
4,4,0.011776924,1,,,
6,6,0.011724949,1,,,
1,5,0.011753082,0,,,
8,8,0.011697292,1,,,
6,2,0.011786461,0,,,
4,4,0.011726141,1,,,
8,0,0.011775017,0,,,
6,6,0.011744976,1,,,
4,4,0.011688709,1,,,
7,6,0.011740208,0,,,
4,4,0.011710167,1,,,
4,8,0.011678934,0,,,
2,9,0.011730433,0,,,
8,8,0.011735916,1,,,
4,4,0.011698961,1,,,
8,4,0.011689901,0,,,
8,6,0.01170063,0,,,
4,4,0.011673689,1,,,
4,4,0.011681318,1,,,
5,0,0.011755943,0,,,
4,0,0.011727571,0,,,
6,6,0.011685133,1,,,
5,6,0.011710644,0,,,
2,4,0.011723042,0,,,
0,0,0.011718273,1,,,
6,6,0.011719704,1,,,
0,4,0.011717558,0,,,
6,6,0.011787176,1,,,
2,6,0.011620522,0,,,
7,5,0.011717319,0,,,
2,0,0.011748552,0,,,
4,4,0.01167798,1,,,
7,6,0.011715412,0,,,
6,6,0.011682987,1,,,
0,4,0.011673689,0,,,
6,6,0.0117383,1,,,
2,0,0.011744738,0,,,
2,2,0.011729717,1,,,
7,7,0.011740923,1,,,
2,8,0.011764526,0,,,
6,6,0.011803865,1,,,
9,9,0.01178813,1,,,
5,7,0.011767864,0,,,
8,4,0.011777639,0,,,
5,4,0.011773586,0,,,
2,4,0.011764526,0,,,
6,8,0.011798859,0,,,
2,4,0.011801243,0,,,
2,2,0.011796713,1,,,
2,4,0.011778355,0,,,
4,0,0.01177907,0,,,
6,8,0.011817932,0,,,
4,4,0.011782408,1,,,
6,0,0.011752605,0,,,
0,6,0.011817694,0,,,
6,6,0.01180315,1,,,
8,4,0.011795521,0,,,
9,6,0.011777639,0,,,
5,8,0.011772871,0,,,
4,8,0.011752605,0,,,
4,4,0.011756897,1,,,
2,2,0.011748791,1,,,
6,6,0.011697531,1,,,
4,0,0.011730194,0,,,
2,2,0.01175499,1,,,
2,4,0.011800051,0,,,
6,6,0.011796713,1,,,
4,4,0.011743784,1,,,
4,4,0.011776924,1,,,
4,4,0.011783361,1,,,
6,4,0.011802912,0,,,
6,6,0.011759996,1,,,
8,2,0.011754513,0,,,
2,6,0.011785507,0,,,
6,0,0.011793375,0,,,
9,6,0.011771917,0,,,
0,4,0.011742592,0,,,
4,4,0.011770487,1,,,
6,6,0.011708975,1,,,
4,4,0.011689663,1,,,
8,8,0.011678457,1,,,
5,4,0.011731148,0,,,
7,5,0.011743546,0,,,
2,6,0.011738539,0,,,
6,4,0.011726379,0,,,
8,8,0.011725664,1,,,
2,2,0.011691093,1,,,
8,4,0.011726618,0,,,
8,8,0.011714935,1,,,
4,2,0.011723042,0,,,
6,7,0.011702538,0,,,
0,4,0.011744976,0,,,
2,4,0.011723518,0,,,
6,6,0.011743307,1,,,
7,8,0.011733294,0,,,
0,0,0.011769056,1,,,
0,0,0.011757374,1,,,
6,4,0.011737108,0,,,
2,6,0.011738062,0,,,
2,8,0.011738539,0,,,
8,8,0.011788607,1,,,
6,6,0.011791229,1,,,
0,4,0.011758804,0,,,
0,0,0.011752844,1,,,
6,6,0.011731148,1,,,
8,8,0.011760712,1,,,
6,6,0.011770725,1,,,
8,4,0.011783361,0,,,
5,5,0.011748314,1,,,
2,4,0.011754751,0,,,
2,6,0.011808872,0,,,
4,0,0.011770487,0,,,
4,0,0.011844873,0,,,
8,4,0.011801243,0,,,
8,8,0.011844158,1,,,
2,4,0.011847019,0,,,
4,0,0.011844397,0,,,
6,4,0.011757374,0,,,
2,4,0.011743069,0,,,
6,8,0.01172781,0,,,
5,8,0.011789322,0,,,
5,6,0.011792898,0,,,
6,8,0.011763573,0,,,
4,6,0.011767864,0,,,
0,0,0.011783361,1,,,
2,8,0.011794806,0,,,
2,4,0.011779547,0,,,
9,9,0.011760473,1,,,
7,6,0.011764288,0,,,
6,0,0.011746168,0,,,
1,8,0.011780739,0,,,
7,7,0.011789083,1,,,
7,7,0.011801481,1,,,
8,4,0.011740446,0,,,
6,8,0.011692047,0,,,
2,2,0.011784077,1,,,
3,8,0.011762142,0,,,
2,4,0.011769772,0,,,
4,4,0.011808395,1,,,
4,4,0.011764288,1,,,
7,8,0.011729479,0,,,
6,6,0.011783361,1,,,
6,2,0.011776686,0,,,
6,4,0.011758804,0,,,
2,2,0.011711121,1,,,
4,4,0.011699677,1,,,
0,0,0.011703253,1,,,
4,8,0.01171422,0,,,
6,6,0.011722565,1,,,
0,7,0.011735201,0,,,
8,6,0.011713505,0,,,
2,2,0.011688948,1,,,
5,6,0.011706591,0,,,
6,8,0.011686325,0,,,
4,4,0.011691809,1,,,
4,4,0.011721849,1,,,
4,6,0.011714935,0,,,
4,4,0.011683464,1,,,
6,7,0.011734962,0,,,
4,4,0.011715174,1,,,
8,8,0.011710882,1,,,
2,4,0.011702299,0,,,
0,0,0.011638165,1,,,
4,4,0.011683464,1,,,
5,7,0.011718512,0,,,
6,6,0.011684179,1,,,
2,6,0.011683226,0,,,
6,4,0.011740208,0,,,
3,4,0.011739016,0,,,
6,7,0.011732817,0,,,
6,6,0.011693716,1,,,
4,0,0.011797428,0,,,
4,0,0.011792183,0,,,
4,4,0.012439728,1,,,
2,2,0.011893511,1,,,
5,8,0.01178503,0,,,
8,4,0.011739016,0,,,
4,8,0.011743784,0,,,
6,6,0.0117805,1,,,
4,4,0.011803389,1,,,
6,6,0.011712551,1,,,
5,2,0.011793375,0,,,
6,8,0.011751413,0,,,
5,4,0.011779785,0,,,
0,4,0.011745691,0,,,
2,2,0.011715412,1,,,
8,8,0.011772871,1,,,
6,8,0.011782169,0,,,
8,8,0.011826515,1,,,
4,6,0.01182723,0,,,
4,5,0.011783838,0,,,
6,6,0.011754036,1,,,
2,4,0.011778593,0,,,
8,8,0.01175499,1,,,
4,6,0.011826515,0,,,
0,4,0.011799335,0,,,
4,4,0.011781693,1,,,
7,8,0.011777639,0,,,
6,4,0.011749983,0,,,
6,6,0.011715412,1,,,
6,8,0.011763811,0,,,
0,2,0.011850834,0,,,
4,4,0.011791229,1,,,
5,8,0.011798143,0,,,
6,8,0.011787176,0,,,
7,6,0.011821985,0,,,
4,8,0.011784792,0,,,
5,7,0.011689901,0,,,
7,7,0.011739969,1,,,
4,8,0.011719942,0,,,
6,6,0.011753321,1,,,
4,4,0.011786222,1,,,
8,8,0.011766434,1,,,
2,0,0.011777401,0,,,
6,7,0.011757612,0,,,
9,9,0.011751175,1,,,
6,6,0.011761665,1,,,
4,4,0.011726856,1,,,
5,8,0.01171279,0,,,
3,0,0.011732101,0,,,
5,6,0.011738062,0,,,
2,8,0.011713505,0,,,
5,7,0.011708498,0,,,
8,8,0.011700153,1,,,
6,6,0.011731386,1,,,
4,6,0.011702538,0,,,
4,4,0.011688232,1,,,
8,4,0.011731386,0,,,
5,8,0.011757612,0,,,
4,8,0.011735439,0,,,
0,0,0.011740208,1,,,
6,6,0.01173377,1,,,
7,8,0.011761665,0,,,
4,4,0.011725664,1,,,
8,8,0.01174283,1,,,
8,6,0.011777878,0,,,
6,8,0.011733294,0,,,
5,4,0.011717319,0,,,
2,4,0.011738777,0,,,
8,8,0.011776209,1,,,
2,0,0.011793137,0,,,
7,7,0.011768579,1,,,
4,8,0.011810064,0,,,
9,6,0.011788368,0,,,
8,6,0.011826038,0,,,
0,2,0.011788368,0,,,
2,4,0.011758089,0,,,
7,7,0.011817455,1,,,
6,6,0.011783838,1,,,
6,5,0.011845827,0,,,
8,4,0.011793613,0,,,
4,4,0.011811495,1,,,
6,4,0.011796236,0,,,
4,4,0.011794806,1,,,
5,4,0.011776209,0,,,
4,4,0.011744738,1,,,
6,6,0.011793375,1,,,
3,8,0.011793613,0,,,
2,0,0.011795998,0,,,
4,2,0.011761189,0,,,
4,4,0.011833191,1,,,
5,4,0.011801004,0,,,
6,6,0.011811256,1,,,
6,6,0.01179266,1,,,
8,4,0.01173234,0,,,
6,6,0.011750698,1,,,
5,6,0.011802197,0,,,
6,0,0.01180172,0,,,
8,6,0.01179862,0,,,
7,6,0.011780024,0,,,
7,8,0.011766195,0,,,
4,6,0.011761427,0,,,
4,4,0.011786461,1,,,
4,4,0.011821508,1,,,
2,6,0.011777163,0,,,
2,2,0.011722326,1,,,
4,4,0.011799812,1,,,
6,4,0.011725187,0,,,
4,4,0.0117383,1,,,
4,8,0.011701345,0,,,
8,5,0.011720419,0,,,
4,4,0.011732817,1,,,
8,8,0.011717081,1,,,
8,8,0.011681557,1,,,
5,4,0.011760712,0,,,
6,7,0.011755228,0,,,
2,4,0.011734009,0,,,
0,6,0.011749506,0,,,
0,8,0.01171422,0,,,
6,6,0.01181078,1,,,
4,4,0.011749983,1,,,
2,4,0.011726379,0,,,
8,8,0.011761189,1,,,
2,4,0.01172328,0,,,
4,6,0.011711359,0,,,
8,7,0.011794806,0,,,
8,8,0.011755943,1,,,
2,6,0.011713028,0,,,
6,8,0.011707067,0,,,
8,6,0.011710882,0,,,
8,8,0.011701822,1,,,
0,4,0.011693716,0,,,
6,4,0.011683941,0,,,
6,4,0.01175499,0,,,
2,2,0.011678219,1,,,
7,7,0.011698008,1,,,
0,2,0.011730909,0,,,
8,8,0.011695862,1,,,
5,4,0.011698008,0,,,
7,7,0.01172924,1,,,
4,0,0.011708975,0,,,
6,8,0.011702538,0,,,
4,4,0.011716843,1,,,
5,4,0.011753082,0,,,
8,8,0.01167655,1,,,
6,4,0.011717319,0,,,
7,7,0.011723042,1,,,
8,4,0.011704206,0,,,
6,6,0.011761904,1,,,
4,4,0.011814594,1,,,
7,8,0.011724949,0,,,
6,2,0.011748552,0,,,
6,8,0.01172471,0,,,
2,2,0.011708021,1,,,
4,2,0.011719465,0,,,
5,6,0.011739731,0,,,
2,2,0.011719942,1,,,
6,8,0.011746168,0,,,
0,6,0.011726141,0,,,
4,4,0.011746645,1,,,
9,6,0.011796236,0,,,
2,4,0.011767626,0,,,
6,6,0.011809587,1,,,
0,0,0.011819839,1,,,
2,2,0.011795759,1,,,
5,6,0.011735201,0,,,
4,4,0.011777639,1,,,
6,6,0.011790991,1,,,
9,6,0.011762142,0,,,
4,6,0.011747599,0,,,
4,0,0.011811018,0,,,
0,2,0.011791468,0,,,
8,6,0.011780024,0,,,
2,4,0.011807919,0,,,
2,4,0.011731863,0,,,
2,2,0.01170063,1,,,
8,8,0.011752844,1,,,
2,4,0.011724234,0,,,
2,0,0.011744499,0,,,
8,8,0.011698008,1,,,
8,4,0.011729956,0,,,
4,6,0.011722088,0,,,
8,8,0.01168704,1,,,
7,7,0.011672497,1,,,
8,8,0.011726141,1,,,
4,8,0.011735916,0,,,
4,4,0.011777401,1,,,
8,8,0.011734247,1,,,
6,6,0.011721849,1,,,
4,4,0.011768579,1,,,
8,4,0.011749744,0,,,
6,6,0.011763573,1,,,
2,4,0.011766195,0,,,
9,4,0.011731625,0,,,
6,8,0.011750698,0,,,
0,4,0.011731863,0,,,
0,0,0.011727095,1,,,
6,9,0.011741638,0,,,
4,0,0.011728525,0,,,
6,4,0.011738062,0,,,
4,6,0.011757851,0,,,
4,2,0.011768579,0,,,
6,6,0.011696815,1,,,
4,4,0.011717319,1,,,
4,8,0.011709929,0,,,
7,7,0.011753082,1,,,
5,6,0.011709452,0,,,
5,5,0.011726856,1,,,
2,4,0.011715412,0,,,
2,2,0.011737823,1,,,
4,8,0.011740446,0,,,
0,0,0.011705399,1,,,
7,7,0.011731625,1,,,
4,4,0.011755228,1,,,
4,6,0.011702776,0,,,
5,5,0.01168251,1,,,
8,6,0.011708498,0,,,
6,9,0.011732101,0,,,
0,4,0.011705399,0,,,
