True Emotion,Predicted Emotion,Time Taken (s),,,,
8,4,0.01162076,0,,,
4,6,0.011677027,0,,,
0,6,0.011740685,0,,,
2,8,0.011749744,0,,,
6,7,0.011771679,0,,,
6,4,0.011749744,0,,,
7,7,0.011772394,1,,,
5,2,0.011800528,0,,,
4,4,0.011762857,1,,,
2,2,0.011769772,1,,,
2,2,0.011711836,1,,,
4,4,0.011769772,1,,,
6,6,0.011771202,1,,,
4,4,0.011817932,1,,,
2,8,0.011795044,0,,,
6,2,0.011791468,0,,,
6,4,0.011793137,0,,,
6,6,0.01179862,1,,,
5,0,0.011822939,0,,,
6,6,0.011817217,1,,,
8,8,0.011791945,1,,,
7,7,0.011764765,1,,,
4,0,0.011772633,0,,,
5,8,0.011748791,0,,,
6,7,0.011783123,0,,,
8,0,0.011760235,0,,,
4,8,0.011762619,0,,,
5,3,0.01179862,0,,,
4,4,0.011833668,1,,,
2,2,0.011870384,1,,,
4,4,0.011806011,1,,,
4,2,0.011792183,0,,,
4,4,0.011822939,1,,,
4,5,0.011814833,0,,,
6,0,0.011790276,0,,,
4,4,0.011882544,1,,,
6,7,0.011856318,0,,,
2,6,0.011813164,0,,,
6,6,0.011805058,1,,,
7,5,0.01174593,0,,,
6,2,0.011768103,0,,,
3,8,0.011782646,0,,,
4,6,0.011826515,0,,,
7,7,0.011778831,1,,,
6,7,0.011802197,0,,,
0,4,0.011774302,0,,,
6,6,0.011779547,1,,,
0,4,0.011759996,0,,,
5,6,0.011816263,0,,,
2,2,0.011787653,1,,,
8,4,0.011786938,0,,,
7,6,0.011790037,0,,,
4,4,0.011823654,1,,,
6,4,0.011749029,0,,,
2,4,0.011753321,0,,,
8,8,0.011800289,1,,,
2,4,0.011751175,0,,,
0,2,0.01175189,0,,,
0,6,0.011764526,0,,,
6,4,0.011728764,0,,,
6,6,0.011743784,1,,,
4,6,0.011839628,0,,,
2,4,0.011822224,0,,,
4,0,0.011814117,0,,,
8,6,0.011821032,0,,,
6,7,0.011814833,0,,,
6,6,0.011835098,1,,,
8,8,0.011812687,1,,,
6,4,0.011787891,0,,,
6,8,0.01182723,0,,,
0,4,0.011791945,0,,,
8,2,0.011760235,0,,,
8,8,0.011824608,1,,,
8,4,0.011840105,0,,,
4,4,0.011786461,1,,,
4,4,0.011771441,1,,,
6,6,0.011789083,1,,,
6,4,0.011755705,0,,,
8,0,0.011753559,0,,,
6,4,0.011791468,0,,,
8,4,0.011829615,0,,,
4,4,0.011792898,1,,,
8,6,0.011766672,0,,,
4,0,0.011717319,0,,,
6,6,0.011827469,1,,,
8,8,0.011818171,1,,,
8,2,0.011785746,0,,,
2,4,0.011818409,0,,,
2,2,0.011840105,1,,,
7,7,0.011837482,1,,,
2,2,0.01184392,1,,,
6,7,0.011829853,0,,,
0,4,0.011859179,0,,,
0,0,0.011836767,1,,,
7,9,0.011818171,0,,,
6,6,0.011837959,1,,,
6,6,0.01184988,1,,,
8,5,0.011842966,0,,,
8,6,0.011821747,0,,,
6,6,0.011802435,1,,,
5,0,0.011868954,0,,,
8,2,0.011863947,0,,,
4,4,0.011870384,1,,,
5,6,0.011816502,0,,,
4,8,0.011837244,0,,,
2,6,0.011837006,0,,,
7,8,0.01184988,0,,,
5,5,0.011786699,1,,,
8,2,0.011854649,0,,,
7,7,0.011809349,1,,,
4,0,0.011841059,0,,,
4,4,0.011753798,1,,,
0,5,0.011843204,0,,,
2,6,0.011824369,0,,,
4,4,0.011887312,1,,,
4,6,0.011732817,0,,,
6,6,0.011795044,1,,,
7,6,0.011817455,0,,,
8,4,0.011791706,0,,,
4,4,0.011759758,1,,,
6,2,0.01176548,0,,,
6,6,0.01176095,1,,,
8,2,0.011747122,0,,,
4,2,0.011782885,0,,,
6,8,0.011772871,0,,,
7,7,0.011767626,1,,,
8,7,0.0117414,0,,,
0,0,0.011799812,1,,,
6,7,0.011789083,0,,,
0,7,0.011757374,0,,,
0,3,0.011774778,0,,,
2,2,0.011796236,1,,,
0,4,0.011781693,0,,,
4,6,0.011768579,0,,,
2,2,0.01174736,1,,,
5,8,0.011732101,0,,,
4,8,0.011780977,0,,,
2,2,0.011833429,1,,,
7,7,0.011836052,1,,,
6,6,0.011811495,1,,,
6,4,0.011777163,0,,,
7,7,0.011735201,1,,,
5,6,0.01173377,0,,,
4,0,0.011777163,0,,,
6,0,0.011774302,0,,,
6,4,0.011785746,0,,,
0,4,0.01177454,0,,,
8,4,0.011785984,0,,,
4,4,0.011795998,1,,,
6,6,0.011766672,1,,,
0,5,0.011807203,0,,,
4,0,0.011779785,0,,,
5,2,0.011780262,0,,,
8,2,0.011777401,0,,,
8,8,0.011841059,1,,,
2,6,0.011809111,0,,,
7,6,0.011818647,0,,,
6,6,0.011817455,1,,,
5,6,0.01185298,0,,,
6,6,0.011806965,1,,,
6,5,0.011826992,0,,,
8,4,0.011780024,0,,,
8,4,0.011823654,0,,,
0,6,0.01175499,0,,,
4,4,0.011786699,1,,,
7,8,0.011730433,0,,,
6,8,0.011821985,0,,,
6,7,0.011798859,0,,,
8,8,0.011804342,1,,,
4,2,0.011798382,0,,,
6,6,0.011769772,1,,,
2,2,0.011786938,1,,,
4,4,0.01182127,1,,,
6,6,0.011810541,1,,,
8,8,0.011787653,1,,,
6,4,0.011761189,0,,,
2,6,0.011814594,0,,,
8,8,0.011777401,1,,,
0,0,0.011816502,1,,,
0,6,0.011815548,0,,,
7,6,0.011874437,0,,,
0,2,0.011769295,0,,,
5,6,0.011790037,0,,,
8,2,0.011751652,0,,,
6,6,0.011844397,1,,,
8,8,0.011758566,1,,,
6,6,0.011767387,1,,,
8,8,0.011753321,1,,,
4,4,0.011772156,1,,,
2,4,0.011846781,0,,,
4,4,0.011810064,1,,,
0,4,0.011809826,0,,,
6,6,0.012825489,1,,,
9,6,0.011806965,0,,,
6,2,0.011847973,0,,,
4,8,0.011787891,0,,,
6,9,0.011813641,0,,,
5,2,0.01174593,0,,,
4,6,0.011746645,0,,,
8,6,0.011740685,0,,,
2,2,0.011799335,1,,,
6,4,0.011763096,0,,,
6,8,0.011827469,0,,,
6,2,0.011800289,0,,,
8,5,0.011751175,0,,,
9,6,0.011776924,0,,,
6,6,0.011804342,1,,,
5,2,0.011729956,0,,,
7,6,0.011775494,0,,,
2,6,0.011775732,0,,,
6,2,0.011799335,0,,,
8,4,0.011773586,0,,,
5,4,0.011843443,0,,,
3,3,0.011813402,1,,,
5,0,0.011758327,0,,,
7,7,0.011777639,1,,,
6,4,0.0117805,0,,,
4,6,0.01180768,0,,,
8,8,0.01184082,1,,,
5,5,0.011800766,1,,,
2,2,0.011771679,1,,,
5,7,0.011832952,0,,,
8,8,0.011783838,1,,,
6,4,0.011811018,0,,,
6,6,0.011873007,1,,,
6,6,0.011889696,1,,,
2,2,0.011906147,1,,,
4,5,0.011837721,0,,,
2,6,0.011844397,0,,,
2,6,0.011846304,0,,,
4,0,0.011757374,0,,,
4,4,0.011746407,1,,,
4,4,0.011781693,1,,,
6,6,0.011792421,1,,,
8,8,0.011843443,1,,,
4,6,0.011756897,0,,,
6,8,0.011816025,0,,,
4,4,0.01180315,1,,,
0,4,0.011826992,0,,,
0,7,0.011823177,0,,,
6,4,0.011844158,0,,,
6,4,0.011827946,0,,,
2,6,0.011813164,0,,,
4,4,0.01177907,1,,,
7,7,0.011798859,1,,,
7,7,0.011819124,1,,,
6,2,0.011852026,0,,,
0,6,0.011800051,0,,,
6,6,0.011800766,1,,,
0,6,0.011799335,0,,,
8,2,0.011862516,0,,,
2,2,0.011771441,1,,,
6,4,0.011802197,0,,,
6,4,0.011847258,0,,,
6,6,0.011764526,1,,,
2,4,0.011776924,0,,,
6,2,0.011781931,0,,,
8,4,0.011785507,0,,,
6,4,0.011791945,0,,,
4,5,0.011820078,0,,,
4,0,0.011771679,0,,,
4,4,0.011776209,1,,,
6,6,0.011760712,1,,,
5,6,0.011750937,0,,,
4,4,0.011752844,1,,,
5,8,0.011776924,0,,,
0,4,0.011806726,0,,,
8,8,0.011783361,1,,,
2,4,0.011765718,0,,,
4,4,0.011788607,1,,,
2,4,0.011791468,0,,,
8,8,0.011772633,1,,,
7,7,0.011811018,1,,,
0,4,0.011770487,0,,,
8,6,0.011731148,0,,,
8,8,0.01178503,1,,,
4,2,0.011816978,0,,,
6,6,0.011768579,1,,,
4,4,0.011795282,1,,,
8,2,0.01182127,0,,,
4,2,0.011794329,0,,,
0,2,0.011770487,0,,,
4,4,0.011788368,1,,,
7,6,0.011842489,0,,,
4,4,0.011819839,1,,,
8,8,0.011951685,1,,,
4,2,0.011869669,0,,,
4,0,0.011909723,0,,,
0,8,0.011847019,0,,,
3,5,0.011846781,0,,,
6,4,0.011846304,0,,,
6,7,0.01185298,0,,,
7,7,0.011834383,1,,,
6,2,0.011795044,0,,,
2,4,0.011801481,0,,,
4,4,0.011787891,1,,,
7,7,0.011783838,1,,,
4,2,0.011770487,0,,,
6,4,0.01177454,0,,,
5,5,0.011777878,1,,,
6,6,0.011874676,1,,,
0,0,0.011825323,1,,,
2,2,0.011822462,1,,,
7,6,0.011807442,0,,,
0,2,0.011862755,0,,,
9,9,0.011855125,1,,,
6,8,0.011890888,0,,,
8,0,0.011816263,0,,,
1,4,0.011841297,0,,,
0,4,0.011773348,0,,,
9,5,0.011808157,0,,,
5,7,0.011849642,0,,,
8,8,0.011872292,1,,,
4,4,0.011856318,1,,,
7,9,0.011850595,0,,,
2,2,0.011864185,1,,,
6,8,0.011849165,0,,,
8,8,0.011814117,1,,,
0,7,0.011846066,0,,,
2,2,0.011811733,1,,,
5,2,0.011844397,0,,,
6,6,0.011838675,1,,,
6,6,0.011809587,1,,,
7,7,0.011835814,1,,,
7,6,0.011769772,0,,,
6,4,0.011812687,0,,,
6,0,0.011799812,0,,,
8,8,0.011824608,1,,,
6,6,0.011755466,1,,,
7,7,0.011753559,1,,,
6,8,0.01183629,0,,,
2,2,0.011790752,1,,,
9,7,0.011817932,0,,,
0,6,0.011770964,0,,,
0,4,0.011802912,0,,,
4,4,0.011831045,1,,,
8,7,0.011803389,0,,,
5,5,0.011805534,1,,,
6,6,0.011767387,1,,,
4,4,0.01175642,1,,,
2,4,0.011793852,0,,,
6,5,0.011790514,0,,,
6,0,0.011809587,0,,,
4,8,0.011750937,0,,,
6,1,0.011778355,0,,,
2,4,0.0117805,0,,,
0,6,0.011876822,0,,,
5,0,0.011743307,0,,,
6,4,0.011702061,0,,,
2,4,0.011755228,0,,,
2,6,0.011726618,0,,,
0,8,0.011730671,0,,,
7,7,0.011908531,1,,,
4,4,0.011749744,1,,,
8,4,0.011777878,0,,,
2,2,0.011759281,1,,,
4,8,0.011830091,0,,,
2,2,0.011806488,1,,,
0,6,0.011831045,0,,,
8,6,0.01184082,0,,,
2,4,0.011853218,0,,,
8,8,0.011803865,1,,,
2,2,0.011813879,1,,,
6,9,0.011835814,0,,,
2,5,0.011856556,0,,,
2,6,0.011816502,0,,,
6,6,0.011835814,1,,,
0,4,0.011821508,0,,,
5,6,0.011775494,0,,,
8,8,0.011838436,1,,,
4,4,0.011828423,1,,,
2,6,0.011810064,0,,,
5,8,0.011786938,0,,,
4,4,0.011868477,1,,,
8,8,0.011806965,1,,,
4,2,0.01185298,0,,,
2,4,0.011850357,0,,,
7,7,0.011813402,1,,,
8,4,0.011836052,0,,,
6,5,0.011788368,0,,,
2,4,0.011783838,0,,,
5,8,0.011850357,0,,,
6,6,0.011844635,1,,,
8,8,0.011784077,1,,,
0,5,0.011825562,0,,,
6,4,0.011823177,0,,,
4,2,0.011814594,0,,,
4,6,0.011802435,0,,,
2,0,0.011831284,0,,,
8,8,0.011831999,1,,,
2,2,0.011842251,1,,,
8,8,0.011771917,1,,,
6,6,0.011831999,1,,,
5,5,0.011795998,1,,,
6,2,0.011909962,0,,,
4,8,0.01187396,0,,,
8,3,0.011912346,0,,,
4,4,0.012071848,1,,,
4,4,0.011915207,1,,,
4,0,0.011912584,0,,,
5,4,0.01346612,0,,,
8,4,0.01194644,0,,,
4,4,0.011895418,1,,,
2,2,0.011932373,1,,,
6,2,0.012138128,0,,,
2,4,0.011947393,0,,,
2,6,0.011934757,0,,,
8,8,0.011947393,1,,,
6,6,0.011991739,1,,,
5,0,0.011902332,0,,,
4,4,0.011983156,1,,,
5,2,0.011920929,0,,,
8,6,0.01197648,0,,,
0,4,0.012038946,0,,,
6,2,0.012029409,0,,,
6,5,0.011976719,0,,,
8,2,0.011931419,0,,,
8,6,0.011940241,0,,,
5,6,0.011938095,0,,,
6,4,0.011916876,0,,,
6,2,0.011950254,0,,,
2,2,0.011909962,1,,,
5,6,0.011879921,0,,,
0,1,0.011956453,0,,,
6,5,0.011988878,0,,,
6,0,0.011963367,0,,,
6,6,0.011870146,1,,,
7,5,0.011785507,0,,,
0,2,0.011809349,0,,,
6,4,0.011786222,0,,,
2,2,0.011790276,1,,,
4,4,0.011732578,1,,,
6,6,0.011867285,1,,,
5,5,0.011868715,1,,,
6,5,0.011841536,0,,,
8,4,0.011838675,0,,,
9,9,0.011816025,1,,,
5,5,0.011831999,1,,,
7,6,0.011843204,0,,,
4,2,0.011769772,0,,,
2,6,0.011849642,0,,,
2,2,0.011814833,1,,,
2,0,0.01184845,0,,,
0,8,0.011791468,0,,,
4,0,0.011799812,0,,,
6,3,0.011749983,0,,,
9,7,0.011835814,0,,,
4,4,0.01184392,1,,,
0,4,0.011853218,0,,,
8,6,0.011856079,0,,,
6,6,0.011821032,1,,,
6,5,0.011820555,0,,,
6,4,0.011831522,0,,,
6,5,0.011774302,0,,,
8,8,0.011859179,1,,,
6,4,0.01182723,0,,,
8,8,0.011805773,1,,,
8,3,0.011803627,0,,,
8,2,0.011779785,0,,,
5,5,0.011791229,1,,,
9,6,0.011801243,0,,,
4,4,0.011837244,1,,,
8,2,0.011888266,0,,,
6,5,0.011783123,0,,,
6,0,0.011759996,0,,,
7,6,0.011804342,0,,,
2,4,0.011797905,0,,,
0,6,0.011808634,0,,,
6,0,0.011763573,0,,,
4,0,0.011790514,0,,,
2,4,0.011827707,0,,,
4,4,0.011779308,1,,,
5,8,0.011774063,0,,,
4,4,0.011822701,1,,,
6,6,0.011804342,1,,,
1,2,0.011820316,0,,,
8,8,0.011791468,1,,,
6,4,0.011793137,0,,,
4,4,0.011759996,1,,,
8,4,0.011762619,0,,,
6,6,0.011743784,1,,,
4,6,0.01170063,0,,,
7,6,0.011788368,0,,,
4,4,0.011773825,1,,,
4,2,0.01180315,0,,,
2,2,0.011780739,1,,,
8,8,0.011819363,1,,,
4,2,0.011809826,0,,,
8,6,0.01186657,0,,,
8,6,0.011800766,0,,,
4,4,0.011865616,1,,,
4,8,0.011786461,0,,,
5,6,0.011803389,0,,,
4,6,0.011765957,0,,,
6,5,0.011759281,0,,,
5,7,0.011756659,0,,,
2,2,0.011787176,1,,,
0,0,0.011817455,1,,,
6,7,0.011855602,0,,,
0,0,0.011788845,1,,,
6,6,0.011755466,1,,,
2,0,0.011743546,0,,,
7,7,0.011837482,1,,,
2,2,0.011762142,1,,,
4,4,0.011802673,1,,,
7,7,0.011824846,1,,,
6,6,0.011839628,1,,,
0,0,0.011798859,1,,,
6,5,0.011791945,0,,,
2,0,0.011860371,0,,,
2,2,0.011794806,1,,,
7,0,0.011829138,0,,,
2,2,0.011785746,1,,,
6,6,0.011791945,1,,,
9,9,0.011813402,1,,,
5,5,0.011830568,1,,,
8,4,0.011781454,0,,,
5,4,0.011774778,0,,,
2,0,0.011757374,0,,,
6,7,0.011733294,0,,,
2,5,0.011858702,0,,,
2,2,0.011813641,1,,,
2,6,0.011825085,0,,,
4,0,0.011776209,0,,,
6,9,0.011804342,0,,,
4,2,0.011870623,0,,,
6,8,0.011850595,0,,,
0,0,0.011816502,1,,,
6,7,0.011837244,0,,,
8,4,0.011787891,0,,,
9,9,0.011854172,1,,,
5,8,0.011800528,0,,,
4,4,0.011790276,1,,,
4,4,0.011788607,1,,,
2,4,0.011791229,0,,,
6,3,0.011741877,0,,,
4,4,0.011795759,1,,,
2,6,0.011793375,0,,,
2,4,0.011791468,0,,,
6,6,0.011768579,1,,,
4,4,0.011773825,1,,,
4,4,0.011823654,1,,,
4,6,0.011877537,0,,,
6,5,0.011802197,0,,,
6,6,0.0117836,1,,,
8,2,0.011787653,0,,,
2,4,0.011777639,0,,,
6,4,0.0117805,0,,,
9,5,0.011799574,0,,,
0,0,0.011730909,1,,,
4,8,0.011794329,0,,,
6,6,0.011754513,1,,,
4,4,0.011740685,1,,,
8,5,0.011727333,0,,,
5,0,0.011798382,0,,,
7,7,0.011842489,1,,,
2,4,0.011846781,0,,,
6,6,0.011819601,1,,,
8,8,0.011801004,1,,,
2,2,0.011743784,1,,,
8,9,0.01179862,0,,,
8,4,0.011776209,0,,,
4,4,0.011786461,1,,,
6,5,0.011778831,0,,,
0,0,0.011776686,1,,,
2,8,0.011753798,0,,,
6,6,0.011754751,1,,,
7,7,0.011752367,1,,,
0,4,0.011808395,0,,,
0,5,0.011824846,0,,,
6,6,0.011816502,1,,,
2,6,0.011774778,0,,,
2,8,0.011799335,0,,,
8,6,0.01185751,0,,,
6,6,0.011808634,1,,,
0,4,0.011782885,0,,,
0,0,0.011796236,1,,,
6,5,0.011826038,0,,,
8,8,0.011910677,1,,,
6,6,0.011899233,1,,,
8,6,0.011876106,0,,,
5,7,0.011897087,0,,,
2,4,0.01182723,0,,,
2,8,0.011777401,0,,,
4,4,0.011785507,1,,,
4,0,0.011801958,0,,,
8,8,0.011818647,1,,,
8,5,0.011786699,0,,,
2,2,0.011798859,1,,,
4,4,0.011781931,1,,,
6,4,0.011787653,0,,,
2,6,0.011790991,0,,,
6,7,0.011836767,0,,,
5,5,0.011863232,1,,,
5,0,0.011875153,0,,,
6,8,0.011847973,0,,,
4,2,0.011855125,0,,,
0,0,0.011830807,1,,,
2,2,0.011845112,1,,,
2,2,0.011849403,1,,,
9,9,0.011874199,1,,,
7,6,0.011852264,0,,,
6,6,0.011911154,1,,,
1,6,0.01187706,0,,,
7,7,0.011895657,1,,,
7,7,0.011933804,1,,,
8,8,0.011869669,1,,,
6,7,0.011856794,0,,,
2,6,0.012153149,0,,,
3,3,0.011884689,1,,,
2,4,0.011834145,0,,,
4,4,0.011806011,1,,,
4,5,0.011820316,0,,,
7,9,0.011770964,0,,,
6,6,0.011796951,1,,,
6,2,0.011720896,0,,,
6,6,0.011757851,1,,,
2,2,0.011767149,1,,,
4,2,0.011804104,0,,,
0,6,0.01181674,0,,,
4,8,0.011825085,0,,,
6,6,0.011788368,1,,,
0,9,0.011806965,0,,,
8,6,0.011800051,0,,,
2,2,0.011792183,1,,,
5,6,0.011768341,0,,,
6,7,0.011790276,0,,,
4,6,0.01179409,0,,,
4,4,0.011808157,1,,,
4,4,0.011798143,1,,,
4,4,0.011789799,1,,,
6,7,0.011790037,0,,,
4,4,0.011832237,1,,,
8,6,0.011817694,0,,,
2,4,0.011820316,0,,,
0,2,0.01177907,0,,,
4,6,0.011790276,0,,,
5,8,0.01182723,0,,,
6,9,0.011779547,0,,,
2,2,0.011772633,1,,,
6,4,0.011751413,0,,,
3,4,0.011788845,0,,,
6,6,0.011786222,1,,,
6,6,0.01176405,1,,,
4,6,0.011823893,0,,,
4,0,0.011819601,0,,,
4,4,0.011790276,1,,,
2,6,0.011800289,0,,,
5,2,0.011837482,0,,,
8,2,0.0117836,0,,,
4,4,0.011824608,1,,,
6,6,0.011809349,1,,,
4,2,0.011787891,0,,,
6,6,0.011833906,1,,,
5,4,0.011822939,0,,,
6,6,0.011776209,1,,,
5,2,0.011825323,0,,,
0,8,0.0117836,0,,,
2,2,0.011773348,1,,,
8,7,0.01177454,0,,,
6,4,0.011814356,0,,,
8,2,0.01177597,0,,,
4,4,0.011791229,1,,,
4,8,0.011797428,0,,,
6,6,0.011770248,1,,,
2,2,0.011795759,1,,,
8,6,0.011790276,0,,,
4,4,0.011825085,1,,,
0,4,0.011827469,0,,,
4,5,0.011839867,0,,,
7,6,0.011784792,0,,,
6,4,0.011783123,0,,,
6,6,0.011806965,1,,,
6,9,0.011792421,0,,,
0,2,0.011808395,0,,,
4,4,0.011773586,1,,,
5,2,0.011826754,0,,,
6,6,0.011826515,1,,,
7,7,0.011857271,1,,,
4,4,0.011865616,1,,,
5,5,0.01190114,1,,,
7,7,0.011882782,1,,,
4,8,0.011835814,0,,,
6,2,0.011864662,0,,,
4,5,0.011844158,0,,,
8,8,0.011837006,1,,,
2,2,0.011902332,1,,,
6,7,0.011822701,0,,,
9,7,0.01183939,0,,,
6,6,0.011875868,1,,,
4,6,0.011829138,0,,,
5,2,0.011846542,0,,,
3,5,0.011859179,0,,,
5,7,0.011859417,0,,,
2,2,0.011827946,1,,,
5,7,0.011861324,0,,,
8,6,0.011858225,0,,,
6,7,0.011841536,0,,,
4,2,0.011790752,0,,,
4,6,0.011831522,0,,,
8,2,0.011795521,0,,,
5,8,0.011833668,0,,,
4,2,0.011814117,0,,,
0,0,0.011821985,1,,,
6,7,0.011805058,0,,,
7,7,0.011802912,1,,,
4,4,0.011804104,1,,,
8,8,0.011761189,1,,,
8,6,0.01176405,0,,,
6,8,0.0117836,0,,,
5,4,0.011805773,0,,,
2,2,0.011786938,1,,,
8,8,0.011807203,1,,,
2,0,0.011816025,0,,,
7,5,0.011809111,0,,,
4,5,0.011765718,0,,,
9,9,0.011775255,1,,,
8,5,0.011793375,0,,,
0,2,0.011821032,0,,,
2,4,0.011835337,0,,,
7,7,0.011871099,1,,,
6,6,0.011835814,1,,,
6,9,0.011822939,0,,,
8,6,0.011825562,0,,,
4,4,0.011826754,1,,,
6,4,0.011851549,0,,,
4,0,0.011850119,0,,,
5,4,0.011831999,0,,,
4,4,0.011860132,1,,,
6,6,0.011831045,1,,,
3,8,0.011865139,0,,,
2,6,0.011835575,0,,,
4,6,0.011831522,0,,,
4,0,0.011870861,0,,,
5,2,0.011868,0,,,
6,2,0.011810303,0,,,
6,3,0.01186657,0,,,
8,8,0.011822701,1,,,
6,6,0.011802197,1,,,
5,6,0.011842966,0,,,
6,5,0.011852741,0,,,
8,6,0.011759043,0,,,
7,7,0.011844873,1,,,
7,7,0.011838675,1,,,
4,0,0.011864662,0,,,
4,4,0.011876345,1,,,
4,4,0.011884451,1,,,
2,2,0.011828661,1,,,
2,2,0.011840582,1,,,
4,4,0.011805773,1,,,
6,4,0.011878252,0,,,
4,5,0.011822701,0,,,
4,4,0.011843443,1,,,
8,6,0.0117805,0,,,
4,4,0.011777878,1,,,
8,8,0.011813164,1,,,
8,8,0.011801243,1,,,
5,4,0.011827469,0,,,
6,6,0.011815071,1,,,
2,4,0.011788368,0,,,
0,9,0.011850119,0,,,
0,0,0.011801004,1,,,
6,8,0.011822462,0,,,
4,4,0.011785507,1,,,
2,4,0.011874676,0,,,
8,8,0.011933804,1,,,
2,2,0.011855841,1,,,
4,0,0.011801004,0,,,
8,7,0.011783361,0,,,
8,8,0.011759043,1,,,
2,2,0.01180172,1,,,
6,6,0.011781216,1,,,
8,8,0.01179862,1,,,
8,8,0.011811256,1,,,
0,2,0.011779785,0,,,
6,4,0.011751652,0,,,
6,4,0.011755466,0,,,
2,2,0.011780024,1,,,
7,5,0.011797428,0,,,
0,2,0.011811733,0,,,
8,6,0.0117805,0,,,
5,5,0.011777639,1,,,
7,7,0.011773586,1,,,
4,6,0.011806011,0,,,
6,2,0.011811495,0,,,
4,4,0.01183033,1,,,
5,4,0.011770248,0,,,
8,8,0.011808634,1,,,
6,4,0.011802435,0,,,
7,1,0.011795998,0,,,
8,4,0.011738062,0,,,
6,6,0.011768103,1,,,
4,4,0.011769533,1,,,
7,7,0.011766911,1,,,
6,6,0.011796713,1,,,
6,6,0.011768341,1,,,
2,2,0.011800051,1,,,
4,2,0.011843681,0,,,
5,6,0.011799097,0,,,
2,6,0.011780977,0,,,
6,2,0.011800766,0,,,
0,4,0.011753321,0,,,
4,4,0.011793137,1,,,
9,5,0.011833191,0,,,
2,4,0.011800528,0,,,
6,6,0.011817217,1,,,
0,4,0.01181221,0,,,
2,0,0.011777163,0,,,
5,6,0.011803627,0,,,
4,6,0.011780977,0,,,
6,2,0.011875153,0,,,
9,8,0.011804104,0,,,
4,6,0.011775255,0,,,
4,0,0.011833668,0,,,
0,2,0.011815071,0,,,
8,6,0.011808157,0,,,
2,4,0.011802673,0,,,
2,4,0.011820555,0,,,
2,2,0.011815071,1,,,
8,8,0.011814356,1,,,
2,4,0.011842251,0,,,
2,2,0.01188159,1,,,
8,6,0.011829853,0,,,
8,4,0.01181221,0,,,
4,6,0.01188302,0,,,
8,8,0.011810064,1,,,
7,7,0.011830568,1,,,
8,8,0.011790514,1,,,
4,4,0.01181078,1,,,
4,4,0.011829615,1,,,
8,8,0.011833429,1,,,
6,6,0.011779547,1,,,
4,2,0.011820555,0,,,
8,4,0.01175642,0,,,
6,6,0.011785746,1,,,
2,4,0.011798382,0,,,
9,4,0.011807203,0,,,
6,9,0.011850595,0,,,
0,6,0.011847734,0,,,
0,0,0.011831522,1,,,
6,6,0.011911392,1,,,
4,4,0.011857033,1,,,
6,6,0.011778116,1,,,
4,6,0.011821985,0,,,
4,4,0.011814356,1,,,
6,6,0.011868477,1,,,
4,5,0.011721373,0,,,
4,4,0.011775255,1,,,
7,7,0.011766911,1,,,
5,6,0.011778116,0,,,
5,6,0.011767149,0,,,
2,4,0.011759281,0,,,
2,2,0.011772156,1,,,
4,2,0.011766911,0,,,
0,2,0.011788607,0,,,
7,6,0.011803389,0,,,
4,4,0.011750937,1,,,
4,6,0.011738062,0,,,
5,5,0.011763811,1,,,
8,4,0.011832952,0,,,
6,4,0.011825323,0,,,
0,4,0.011858702,0,,,
