True Emotion,Predicted Emotion,Time Taken (s),,,,
6,8,0.011630297,0,,,
6,0,0.011690855,0,,,
8,8,0.011690378,1,,,
6,6,0.011693239,1,,,
8,2,0.011799097,0,,,
4,4,0.011800289,1,,,
8,8,0.011767626,1,,,
4,6,0.011721849,0,,,
6,6,0.011709929,1,,,
8,8,0.011721134,1,,,
8,8,0.011684895,1,,,
2,2,0.011743784,1,,,
2,4,0.011704922,0,,,
7,5,0.01170373,0,,,
2,4,0.01179266,0,,,
6,6,0.011723518,1,,,
0,4,0.011742353,0,,,
0,0,0.011696577,1,,,
7,5,0.011656284,0,,,
6,4,0.011633635,0,,,
6,0,0.011648178,0,,,
8,6,0.011710405,0,,,
8,8,0.011646271,1,,,
6,6,0.011673212,1,,,
5,0,0.011737585,0,,,
8,4,0.011681557,0,,,
4,0,0.011703968,0,,,
5,6,0.011630058,0,,,
4,8,0.011660337,0,,,
2,2,0.011646748,1,,,
7,6,0.011586189,0,,,
5,6,0.011680841,0,,,
8,4,0.011640072,0,,,
7,6,0.011649609,0,,,
4,4,0.011680603,1,,,
4,4,0.011641979,1,,,
0,5,0.011716366,0,,,
2,2,0.011703491,1,,,
4,4,0.01169157,1,,,
4,4,0.011664629,1,,,
6,6,0.011596918,1,,,
7,7,0.011704445,1,,,
8,2,0.011629581,0,,,
4,2,0.01166296,0,,,
6,2,0.011701345,0,,,
6,6,0.011670828,1,,,
8,8,0.011702299,1,,,
4,4,0.011705637,1,,,
6,6,0.011620998,1,,,
7,6,0.011728287,0,,,
8,7,0.011690617,0,,,
0,4,0.011671543,0,,,
6,6,0.0116961,1,,,
0,0,0.01165247,1,,,
0,6,0.011719942,0,,,
2,2,0.011648417,1,,,
0,2,0.011654615,0,,,
4,4,0.011658907,1,,,
2,2,0.011680841,1,,,
5,6,0.011687756,0,,,
4,0,0.011661053,0,,,
2,2,0.011675119,1,,,
7,6,0.013061047,0,,,
6,6,0.011765957,1,,,
6,8,0.011639595,0,,,
7,7,0.011678219,1,,,
5,5,0.011679649,1,,,
4,6,0.011710167,0,,,
6,2,0.011676073,0,,,
6,4,0.011614084,0,,,
0,6,0.011703968,0,,,
8,4,0.011609554,0,,,
4,4,0.011684179,1,,,
6,8,0.011692286,0,,,
0,6,0.011609077,0,,,
4,4,0.011667967,1,,,
5,2,0.01173234,0,,,
8,8,0.011669874,1,,,
8,8,0.011819839,1,,,
2,2,0.011842966,1,,,
7,7,0.011882544,1,,,
6,7,0.011807919,0,,,
5,6,0.011683464,0,,,
6,6,0.011713743,1,,,
6,8,0.011685133,0,,,
8,2,0.011654139,0,,,
8,4,0.011638165,0,,,
0,0,0.0116539,1,,,
4,0,0.011675596,0,,,
7,6,0.01168704,0,,,
6,8,0.011678696,0,,,
6,6,0.011653662,1,,,
8,8,0.01167345,1,,,
4,4,0.011671305,1,,,
6,8,0.011646032,0,,,
2,0,0.011653662,0,,,
4,2,0.011693716,0,,,
6,2,0.011725426,0,,,
8,8,0.011719227,1,,,
6,8,0.011643648,0,,,
2,6,0.011637449,0,,,
8,8,0.011635542,1,,,
0,4,0.011722326,0,,,
0,6,0.011718035,0,,,
7,6,0.01164341,0,,,
0,8,0.011639833,0,,,
5,5,0.011654615,1,,,
8,4,0.011712313,0,,,
6,6,0.011724472,1,,,
8,8,0.011665821,1,,,
6,6,0.011713266,1,,,
8,9,0.011651754,0,,,
4,4,0.011636972,1,,,
2,2,0.011642456,1,,,
4,8,0.011676073,0,,,
0,4,0.011675119,0,,,
6,6,0.011652946,1,,,
9,5,0.011657953,0,,,
6,4,0.011637211,0,,,
4,4,0.011657238,1,,,
6,4,0.011651993,0,,,
5,2,0.011675835,0,,,
4,4,0.011638165,1,,,
8,8,0.011734486,1,,,
2,6,0.011678934,0,,,
6,6,0.011674643,1,,,
6,2,0.011698961,0,,,
6,2,0.011672974,0,,,
8,2,0.011666059,0,,,
9,6,0.01168561,0,,,
6,6,0.011621237,1,,,
5,4,0.01168108,0,,,
7,6,0.011660337,0,,,
2,8,0.01164794,0,,,
6,8,0.011779785,0,,,
8,8,0.011712313,1,,,
5,4,0.011695623,0,,,
3,6,0.011651993,0,,,
5,5,0.011654377,1,,,
7,7,0.011692047,1,,,
6,2,0.011638641,0,,,
4,4,0.011646986,1,,,
8,8,0.011690617,1,,,
5,8,0.011692286,0,,,
2,2,0.011734962,1,,,
5,7,0.011722803,0,,,
8,7,0.011656523,0,,,
6,4,0.011737823,0,,,
6,6,0.011706352,1,,,
6,6,0.011689663,1,,,
2,2,0.011745453,1,,,
4,2,0.01164341,0,,,
2,2,0.011735201,1,,,
2,2,0.011688948,1,,,
4,4,0.011708975,1,,,
4,4,0.011675596,1,,,
4,4,0.011693239,1,,,
6,7,0.011750221,0,,,
8,8,0.011726141,1,,,
4,4,0.011682272,1,,,
6,8,0.011737108,0,,,
4,6,0.011690617,0,,,
0,4,0.011724472,0,,,
0,6,0.011687756,0,,,
6,4,0.011692286,0,,,
6,4,0.011706352,0,,,
2,2,0.011664629,1,,,
4,4,0.011727571,1,,,
7,7,0.011667967,1,,,
7,6,0.011689663,0,,,
6,4,0.011652946,0,,,
0,6,0.011655092,0,,,
6,5,0.011650801,0,,,
0,0,0.01162076,1,,,
8,4,0.011654139,0,,,
2,2,0.011708021,1,,,
6,8,0.011678457,0,,,
6,4,0.011709452,0,,,
6,4,0.011679649,0,,,
2,4,0.011664629,0,,,
6,4,0.011699915,0,,,
8,4,0.011701584,0,,,
6,8,0.011656046,0,,,
4,8,0.01171875,0,,,
4,4,0.011697769,1,,,
4,4,0.011700869,1,,,
6,6,0.011717558,1,,,
5,6,0.011652231,0,,,
4,4,0.011781693,1,,,
5,6,0.011680365,0,,,
0,2,0.011704206,0,,,
8,8,0.011719942,1,,,
2,2,0.011661291,1,,,
4,6,0.0116961,0,,,
2,0,0.011648655,0,,,
8,3,0.011722565,0,,,
7,7,0.011664152,1,,,
0,4,0.01167798,0,,,
8,4,0.011707067,0,,,
8,6,0.011682987,0,,,
4,6,0.011650801,0,,,
6,5,0.011705637,0,,,
4,6,0.011621952,0,,,
8,8,0.011663198,1,,,
4,4,0.011695385,1,,,
0,2,0.011689425,0,,,
4,8,0.011658192,0,,,
7,6,0.011697292,0,,,
4,4,0.011739016,1,,,
8,8,0.011709213,1,,,
4,2,0.011601686,0,,,
4,4,0.01160264,1,,,
0,8,0.011637926,0,,,
3,1,0.011693239,0,,,
6,4,0.011602879,0,,,
6,7,0.011703014,0,,,
7,5,0.011642218,0,,,
6,2,0.011592627,0,,,
2,6,0.011626959,0,,,
4,4,0.011675596,1,,,
7,7,0.011689425,1,,,
4,2,0.011704206,0,,,
6,4,0.011693001,0,,,
5,4,0.011639595,0,,,
6,6,0.011766195,1,,,
0,4,0.011712074,0,,,
2,8,0.011728525,0,,,
7,6,0.011716366,0,,,
0,4,0.011714458,0,,,
9,9,0.011723042,1,,,
6,6,0.011744738,1,,,
8,8,0.011715651,1,,,
1,2,0.011720657,0,,,
0,0,0.011669397,1,,,
9,6,0.011723757,0,,,
5,6,0.011662483,0,,,
8,4,0.011672497,0,,,
4,4,0.011701107,1,,,
7,5,0.011625767,0,,,
2,2,0.011639595,1,,,
6,6,0.011651993,1,,,
8,5,0.011695623,0,,,
0,5,0.011722565,0,,,
2,8,0.011666536,0,,,
5,4,0.011677265,0,,,
6,5,0.011658669,0,,,
6,6,0.011708021,1,,,
7,6,0.011787653,0,,,
7,6,0.011683941,0,,,
6,6,0.011670351,1,,,
6,4,0.011721849,0,,,
8,8,0.011646509,1,,,
6,6,0.011706114,1,,,
7,7,0.011693716,1,,,
6,6,0.01173377,1,,,
2,0,0.011723518,0,,,
9,6,0.011693001,0,,,
0,4,0.011696815,0,,,
0,5,0.011715889,0,,,
4,8,0.0117383,0,,,
8,6,0.011719704,0,,,
5,5,0.011710882,1,,,
6,6,0.011691093,1,,,
4,4,0.011671305,1,,,
2,2,0.011634111,1,,,
6,6,0.01168561,1,,,
6,0,0.011677742,0,,,
4,4,0.011646748,1,,,
6,6,0.011670113,1,,,
2,4,0.011639833,0,,,
0,6,0.011676073,0,,,
5,6,0.011683464,0,,,
6,4,0.011708498,0,,,
2,2,0.011640549,1,,,
2,6,0.01164484,0,,,
0,4,0.011693001,0,,,
7,5,0.011696339,0,,,
4,8,0.01168108,0,,,
8,0,0.011664152,0,,,
2,4,0.011696339,0,,,
4,8,0.011671543,0,,,
2,4,0.01168704,0,,,
0,4,0.011720896,0,,,
8,0,0.011657476,0,,,
2,6,0.011643171,0,,,
8,8,0.011608839,1,,,
2,2,0.011623383,1,,,
6,6,0.01162219,1,,,
2,2,0.011613369,1,,,
2,2,0.011610031,1,,,
6,0,0.011620045,0,,,
0,8,0.011615276,0,,,
5,5,0.011619806,1,,,
8,4,0.011629105,0,,,
4,2,0.011733294,0,,,
2,0,0.011662722,0,,,
5,8,0.011712074,0,,,
4,8,0.011803865,0,,,
8,4,0.011737823,0,,,
4,4,0.011725426,1,,,
2,6,0.011774063,0,,,
7,5,0.011721373,0,,,
8,8,0.011656761,1,,,
6,8,0.01163888,0,,,
2,2,0.011667967,1,,,
5,8,0.011666775,0,,,
6,8,0.011761665,0,,,
8,6,0.011691093,0,,,
0,3,0.011686563,0,,,
6,8,0.011715412,0,,,
4,4,0.011709452,1,,,
4,6,0.011689663,0,,,
2,4,0.011688948,0,,,
8,8,0.011685848,1,,,
2,2,0.01172471,1,,,
8,8,0.01175189,1,,,
6,8,0.01177001,0,,,
5,2,0.011693716,0,,,
6,8,0.011735439,0,,,
4,8,0.01170969,0,,,
8,8,0.011718273,1,,,
4,6,0.011701345,0,,,
4,8,0.0117414,0,,,
4,4,0.011715174,1,,,
5,8,0.011696339,0,,,
8,8,0.012113333,1,,,
4,4,0.011716127,1,,,
2,8,0.011693478,0,,,
6,4,0.011657476,0,,,
2,2,0.01168561,1,,,
2,2,0.011683226,1,,,
8,8,0.011710882,1,,,
6,6,0.011772156,1,,,
5,5,0.011741877,1,,,
4,0,0.011687517,0,,,
5,4,0.011734009,0,,,
8,4,0.011675119,0,,,
0,4,0.011653662,0,,,
6,2,0.011617184,0,,,
6,6,0.01160574,1,,,
8,4,0.011653185,0,,,
8,8,0.011638403,1,,,
5,5,0.011619091,1,,,
6,4,0.011630058,0,,,
6,4,0.011624813,0,,,
2,0,0.011655092,0,,,
5,6,0.011608601,0,,,
0,1,0.01162982,0,,,
6,6,0.011642933,1,,,
6,2,0.011701107,0,,,
6,6,0.011649609,1,,,
7,5,0.011610985,0,,,
0,0,0.01162219,1,,,
6,4,0.011623859,0,,,
2,6,0.011588335,0,,,
4,6,0.011654615,0,,,
6,6,0.011649609,1,,,
5,5,0.011587858,1,,,
6,4,0.011613846,0,,,
8,2,0.01159668,0,,,
9,9,0.011605501,1,,,
5,5,0.012612104,1,,,
7,6,0.011706114,0,,,
4,8,0.011599064,0,,,
2,2,0.011647701,1,,,
2,2,0.011612177,1,,,
2,4,0.011625528,0,,,
0,4,0.011667728,0,,,
4,4,0.01166153,1,,,
6,6,0.011683226,1,,,
9,7,0.011829138,0,,,
4,8,0.011798143,0,,,
0,2,0.011777163,0,,,
8,8,0.011723757,1,,,
6,6,0.011719704,1,,,
6,5,0.011717796,0,,,
6,4,0.011713505,0,,,
6,6,0.011696339,1,,,
8,8,0.011735678,1,,,
6,6,0.011715174,1,,,
8,8,0.011702776,1,,,
8,8,0.011684179,1,,,
8,4,0.01168561,0,,,
5,6,0.01196456,0,,,
9,5,0.011699915,0,,,
4,4,0.011685133,1,,,
8,6,0.011735201,0,,,
6,6,0.011704206,1,,,
6,0,0.01169014,0,,,
7,7,0.011755705,1,,,
2,8,0.01171279,0,,,
0,0,0.011732101,1,,,
6,2,0.011763573,0,,,
4,0,0.011692286,0,,,
2,2,0.011730671,1,,,
4,6,0.011670113,0,,,
5,2,0.011669159,0,,,
4,0,0.011718512,0,,,
6,6,0.011710167,1,,,
1,3,0.011685371,0,,,
8,4,0.011718512,0,,,
6,2,0.0117414,0,,,
4,4,0.011729956,1,,,
8,4,0.011745214,0,,,
6,6,0.011637688,1,,,
4,4,0.011699438,1,,,
7,7,0.011734962,1,,,
4,4,0.011673689,1,,,
4,8,0.01165843,0,,,
2,8,0.011650324,0,,,
8,6,0.011657,0,,,
4,4,0.011685371,1,,,
8,8,0.011615992,1,,,
8,5,0.011652946,0,,,
4,8,0.011662245,0,,,
4,6,0.011655331,0,,,
5,5,0.011641264,1,,,
4,0,0.011632442,0,,,
6,6,0.011625767,1,,,
5,5,0.011629105,1,,,
2,4,0.011650562,0,,,
0,0,0.01160574,1,,,
6,8,0.011665344,0,,,
0,6,0.011627674,0,,,
6,7,0.011651993,0,,,
2,2,0.011617661,1,,,
7,5,0.011647224,0,,,
2,6,0.011657953,0,,,
4,4,0.01170516,1,,,
7,7,0.011744738,1,,,
6,6,0.011707783,1,,,
0,4,0.011660814,0,,,
6,6,0.011671782,1,,,
2,2,0.011713743,1,,,
2,0,0.011696577,0,,,
7,5,0.011646032,0,,,
2,4,0.011636019,0,,,
6,6,0.0116539,1,,,
9,9,0.011611223,1,,,
5,5,0.011631966,1,,,
8,4,0.011638641,0,,,
5,8,0.011657953,0,,,
2,0,0.011687994,0,,,
6,6,0.01171279,1,,,
2,5,0.011868715,0,,,
2,2,0.011781931,1,,,
2,4,0.011675835,0,,,
4,0,0.01168251,0,,,
6,6,0.011721611,1,,,
4,4,0.011712313,1,,,
6,4,0.011729717,0,,,
0,4,0.011771917,0,,,
6,6,0.01173377,1,,,
8,4,0.011720657,0,,,
9,9,0.011734962,1,,,
5,8,0.011709929,0,,,
4,8,0.011748791,0,,,
4,2,0.011691093,0,,,
2,8,0.01175189,0,,,
6,1,0.011717081,0,,,
4,4,0.011704445,1,,,
2,2,0.011718988,1,,,
2,4,0.011649609,0,,,
6,6,0.011672735,1,,,
4,4,0.011661768,1,,,
4,4,0.011674643,1,,,
4,4,0.011724949,1,,,
6,2,0.011709929,0,,,
6,6,0.011770964,1,,,
8,4,0.011677027,0,,,
2,5,0.011650562,0,,,
6,4,0.011642218,0,,,
9,5,0.011668682,0,,,
0,4,0.011656046,0,,,
4,4,0.011693716,1,,,
6,8,0.011693478,0,,,
4,6,0.011741161,0,,,
8,6,0.011707306,0,,,
5,6,0.011669636,0,,,
7,6,0.011692047,0,,,
2,6,0.011701822,0,,,
6,4,0.011673212,0,,,
8,8,0.011665821,1,,,
2,6,0.011662483,0,,,
8,4,0.011675358,0,,,
8,8,0.011653423,1,,,
4,2,0.011660337,0,,,
6,5,0.011641979,0,,,
0,4,0.011649847,0,,,
2,4,0.011630774,0,,,
6,6,0.011642694,1,,,
7,5,0.011682272,0,,,
0,0,0.011681557,1,,,
0,2,0.011668444,0,,,
6,0,0.011642218,0,,,
2,2,0.011656046,1,,,
2,5,0.011688709,0,,,
8,8,0.011724472,1,,,
6,6,0.011710882,1,,,
0,4,0.0116961,0,,,
0,0,0.011735201,1,,,
6,6,0.011697769,1,,,
8,7,0.011709452,0,,,
6,8,0.011629105,0,,,
8,0,0.011704206,0,,,
5,5,0.011636972,1,,,
2,2,0.011653185,1,,,
2,6,0.011653423,0,,,
4,2,0.011636496,0,,,
4,4,0.01169157,1,,,
8,8,0.01168704,1,,,
8,6,0.011704922,0,,,
2,4,0.011723757,0,,,
4,4,0.011707783,1,,,
6,6,0.011722803,1,,,
2,4,0.011728525,0,,,
6,6,0.011773109,1,,,
5,8,0.011845112,0,,,
5,2,0.011797428,0,,,
6,6,0.011837959,1,,,
4,4,0.011811018,1,,,
0,0,0.01173234,1,,,
2,2,0.01178813,1,,,
2,4,0.011749506,0,,,
9,9,0.011739254,1,,,
7,7,0.011757374,1,,,
6,6,0.011712313,1,,,
1,5,0.011735201,0,,,
7,7,0.011678934,1,,,
7,7,0.011700392,1,,,
8,8,0.011742115,1,,,
6,6,0.011671782,1,,,
2,2,0.011641502,1,,,
3,3,0.011660576,1,,,
2,2,0.011626244,1,,,
4,4,0.011721849,1,,,
4,4,0.011707783,1,,,
7,9,0.011671066,0,,,
6,6,0.011647701,1,,,
6,2,0.011662483,0,,,
6,4,0.011668921,0,,,
2,2,0.011685133,1,,,
4,4,0.011717081,1,,,
0,6,0.011688232,0,,,
4,8,0.011694193,0,,,
6,6,0.011691809,1,,,
0,5,0.011674643,0,,,
8,6,0.011674881,0,,,
2,2,0.011655569,1,,,
5,6,0.011695147,0,,,
6,6,0.011706591,1,,,
4,4,0.01173234,1,,,
4,4,0.011664629,1,,,
4,4,0.011675596,1,,,
4,4,0.011685133,1,,,
6,8,0.011651516,0,,,
4,8,0.011660099,0,,,
8,8,0.0116992,1,,,
2,4,0.011678934,0,,,
0,0,0.011656523,1,,,
4,6,0.011638165,0,,,
5,8,0.011693239,0,,,
6,6,0.01167655,1,,,
2,6,0.011780977,0,,,
6,6,0.011668682,1,,,
3,8,0.011671305,0,,,
6,5,0.011691809,0,,,
6,6,0.011692047,1,,,
4,4,0.011647224,1,,,
4,0,0.011662722,0,,,
4,8,0.011701107,0,,,
2,2,0.011674643,1,,,
5,5,0.01167345,1,,,
8,4,0.011674881,0,,,
4,4,0.011691093,1,,,
6,5,0.011677742,0,,,
4,2,0.011711836,0,,,
6,5,0.011671066,0,,,
5,2,0.011662483,0,,,
6,6,0.011704445,1,,,
5,5,0.011694193,1,,,
0,2,0.01167345,0,,,
2,2,0.011667728,1,,,
8,7,0.011647701,0,,,
6,8,0.011664152,0,,,
8,8,0.011643171,1,,,
4,2,0.011711121,0,,,
4,6,0.01194787,0,,,
6,6,0.011874199,1,,,
2,0,0.011644363,0,,,
8,8,0.01163888,1,,,
4,8,0.011757851,0,,,
0,6,0.011727095,0,,,
4,4,0.011887789,1,,,
7,7,0.0116992,1,,,
6,6,0.011731863,1,,,
6,6,0.011732578,1,,,
6,6,0.011677742,1,,,
0,6,0.01168108,0,,,
4,4,0.01166749,1,,,
5,2,0.011834621,0,,,
6,6,0.011653423,1,,,
7,8,0.011649132,0,,,
4,4,0.011698246,1,,,
5,8,0.011626244,0,,,
7,7,0.011655092,1,,,
4,4,0.011730671,1,,,
6,6,0.011885881,1,,,
4,4,0.011741161,1,,,
8,8,0.011671305,1,,,
2,2,0.011754513,1,,,
6,6,0.011682272,1,,,
9,9,0.011688709,1,,,
6,6,0.011658669,1,,,
4,6,0.011670351,0,,,
5,8,0.011622906,0,,,
3,6,0.011690378,0,,,
5,6,0.011694908,0,,,
2,2,0.011665821,1,,,
5,6,0.011717558,0,,,
8,8,0.011711597,1,,,
6,7,0.011776209,0,,,
4,2,0.011758804,0,,,
4,4,0.011719227,1,,,
8,4,0.011685371,0,,,
5,5,0.011671543,1,,,
4,8,0.011685133,0,,,
0,0,0.011668444,1,,,
6,6,0.011645555,1,,,
7,8,0.011696815,0,,,
4,8,0.011715651,0,,,
8,8,0.011664867,1,,,
8,9,0.011692524,0,,,
6,5,0.01165247,0,,,
5,8,0.011719942,0,,,
2,2,0.01168561,1,,,
8,7,0.011686563,0,,,
2,2,0.011667252,1,,,
7,5,0.011645079,0,,,
4,4,0.011655092,1,,,
9,6,0.011617661,0,,,
8,8,0.01169467,1,,,
0,2,0.011693001,0,,,
2,4,0.011670828,0,,,
7,7,0.011628628,1,,,
6,6,0.011675835,1,,,
6,1,0.011672497,0,,,
8,8,0.01164484,1,,,
4,4,0.011703014,1,,,
6,0,0.011691809,0,,,
4,4,0.0116961,1,,,
5,2,0.011664152,0,,,
4,4,0.01169157,1,,,
6,6,0.011614323,1,,,
3,8,0.011663675,0,,,
2,2,0.011629581,1,,,
4,9,0.011703968,0,,,
4,4,0.011646271,1,,,
5,4,0.0116117,0,,,
6,2,0.011616707,0,,,
6,2,0.012084961,0,,,
8,8,0.011633158,1,,,
6,6,0.011704683,1,,,
5,5,0.011799097,1,,,
6,6,0.011729717,1,,,
8,6,0.011659145,0,,,
7,5,0.011733294,0,,,
7,6,0.011766672,0,,,
4,6,0.011721611,0,,,
4,4,0.011707783,1,,,
4,4,0.011762619,1,,,
2,6,0.011674404,0,,,
2,2,0.011737585,1,,,
4,2,0.011721134,0,,,
6,4,0.011710167,0,,,
4,8,0.011657715,0,,,
4,4,0.011616468,1,,,
8,8,0.011661291,1,,,
4,6,0.011656523,0,,,
8,8,0.011713743,1,,,
8,8,0.011675358,1,,,
5,2,0.011653185,0,,,
6,6,0.011645555,1,,,
2,2,0.011640549,1,,,
0,0,0.011654615,1,,,
0,2,0.011705399,0,,,
6,8,0.011663198,0,,,
4,2,0.011735201,0,,,
2,4,0.01168108,0,,,
8,8,0.011684418,1,,,
2,4,0.01167202,0,,,
4,6,0.011688709,0,,,
8,8,0.011674643,1,,,
8,6,0.011687517,0,,,
2,2,0.011727095,1,,,
6,6,0.01169467,1,,,
8,8,0.011693001,1,,,
8,8,0.011731625,1,,,
0,4,0.011702776,0,,,
6,8,0.011668921,0,,,
6,2,0.011660576,0,,,
2,2,0.011698484,1,,,
7,5,0.011672735,0,,,
0,0,0.011671782,1,,,
8,8,0.011672974,1,,,
5,2,0.011650562,0,,,
7,6,0.011664391,0,,,
4,4,0.011668205,1,,,
6,8,0.011693239,0,,,
4,8,0.011672258,0,,,
5,6,0.011667252,0,,,
8,6,0.011663437,0,,,
6,4,0.011624336,0,,,
7,6,0.011678934,0,,,
8,6,0.011644363,0,,,
6,6,0.011667013,1,,,
4,2,0.01168251,0,,,
7,6,0.011681557,0,,,
6,2,0.011689901,0,,,
6,6,0.011705399,1,,,
2,2,0.011652946,1,,,
4,2,0.011708021,0,,,
5,7,0.011684418,0,,,
2,2,0.011721134,1,,,
6,8,0.01164937,0,,,
0,0,0.01166153,1,,,
4,4,0.011646509,1,,,
9,5,0.011657715,0,,,
2,8,0.011663675,0,,,
6,6,0.011605024,1,,,
0,4,0.011692524,0,,,
2,2,0.011579752,1,,,
5,7,0.011632681,0,,,
4,4,0.011657715,1,,,
6,0,0.011746168,0,,,
9,8,0.011670589,0,,,
4,2,0.011669636,0,,,
4,4,0.011843443,1,,,
0,4,0.011765718,0,,,
8,5,0.011719942,0,,,
2,2,0.011754274,1,,,
2,2,0.011723518,1,,,
2,2,0.011707783,1,,,
8,8,0.011706114,1,,,
2,2,0.011721849,1,,,
2,2,0.011698008,1,,,
8,8,0.011723757,1,,,
8,6,0.011662483,0,,,
4,2,0.011665344,0,,,
8,6,0.011651516,0,,,
7,6,0.011675596,0,,,
8,6,0.011662722,0,,,
4,4,0.011646748,1,,,
4,0,0.011713028,0,,,
8,8,0.011686563,1,,,
6,0,0.011657476,0,,,
4,2,0.011679649,0,,,
8,4,0.011661768,0,,,
6,6,0.011715889,1,,,
2,4,0.011711597,0,,,
9,4,0.011651516,0,,,
6,8,0.011725187,0,,,
0,4,0.011775255,0,,,
0,4,0.011674166,0,,,
6,5,0.011687279,0,,,
4,0,0.011748552,0,,,
6,4,0.011665583,0,,,
4,2,0.011681795,0,,,
4,8,0.011724949,0,,,
6,6,0.011783361,1,,,
4,2,0.011779308,0,,,
4,4,0.011773109,1,,,
7,5,0.011756659,0,,,
5,7,0.011734247,0,,,
5,5,0.011686802,1,,,
2,8,0.011671543,0,,,
2,2,0.011667013,1,,,
4,4,0.011693716,1,,,
0,4,0.011648417,0,,,
7,5,0.01165247,0,,,
4,4,0.011635303,1,,,
4,4,0.011689901,1,,,
5,5,0.011631489,1,,,
8,8,0.011692762,1,,,
6,8,0.011654377,0,,,
0,2,0.01168561,0,,,
