True Emotion,Predicted Emotion,Time Taken (s),,,,
5,6,0.011904716,0,,,
8,4,0.012216806,0,,,
7,6,0.011920929,0,,,
4,6,0.011906147,0,,,
4,4,0.011886358,1,,,
0,6,0.011863947,0,,,
2,4,0.011894941,0,,,
4,4,0.011907339,1,,,
4,4,0.011931181,1,,,
6,2,0.011906147,0,,,
7,6,0.011891842,0,,,
8,4,0.011879444,0,,,
4,4,0.011895895,1,,,
6,2,0.011936188,0,,,
6,6,0.012027025,1,,,
8,6,0.011924028,0,,,
4,4,0.011883974,1,,,
6,6,0.011879683,1,,,
7,6,0.011993408,0,,,
8,6,0.011910439,0,,,
0,4,0.01189518,0,,,
6,4,0.011912584,0,,,
0,6,0.011879206,0,,,
0,6,0.011898994,0,,,
2,6,0.011916637,0,,,
0,4,0.011906147,0,,,
4,4,0.011951923,1,,,
2,2,0.012091398,1,,,
5,6,0.012008429,0,,,
4,4,0.011893988,1,,,
2,6,0.01192522,0,,,
7,6,0.011897564,0,,,
6,6,0.011913061,1,,,
6,4,0.011934757,0,,,
7,6,0.011863232,0,,,
5,6,0.011958838,0,,,
4,4,0.011854172,1,,,
6,6,0.011932611,1,,,
6,4,0.011950493,0,,,
0,4,0.011954546,0,,,
8,4,0.012079954,0,,,
4,6,0.011935711,0,,,
6,6,0.011994839,1,,,
0,6,0.011984348,0,,,
4,6,0.011906147,0,,,
5,4,0.011887789,0,,,
8,4,0.01194191,0,,,
8,4,0.011980057,0,,,
2,4,0.011969328,0,,,
7,6,0.012023926,0,,,
6,6,0.01200366,1,,,
5,6,0.012013197,0,,,
6,6,0.011883259,1,,,
6,4,0.01329875,0,,,
8,6,0.012619495,0,,,
8,4,0.011922836,0,,,
0,4,0.011953115,0,,,
4,4,0.011985064,1,,,
7,6,0.011930466,0,,,
6,6,0.011962652,1,,,
6,6,0.012003899,1,,,
8,6,0.011936188,0,,,
4,6,0.011874199,0,,,
6,4,0.01194334,0,,,
2,4,0.011889219,0,,,
4,6,0.011885881,0,,,
6,2,0.013143539,0,,,
8,6,0.012026548,0,,,
6,6,0.011940718,1,,,
2,4,0.011951208,0,,,
8,6,0.011950254,0,,,
0,4,0.011942148,0,,,
0,4,0.011898279,0,,,
7,6,0.011935472,0,,,
0,6,0.01187396,0,,,
5,4,0.011908531,0,,,
8,6,0.011888027,0,,,
6,6,0.011918545,1,,,
8,4,0.011914015,0,,,
6,6,0.011933804,1,,,
8,6,0.011915922,0,,,
4,4,0.011922121,1,,,
2,4,0.011932373,0,,,
4,6,0.011935472,0,,,
0,4,0.011886597,0,,,
6,6,0.011924028,1,,,
9,6,0.011894226,0,,,
6,6,0.011916161,1,,,
4,6,0.011869907,0,,,
6,4,0.011880159,0,,,
5,4,0.011876822,0,,,
4,4,0.011904955,1,,,
8,4,0.011861563,0,,,
2,4,0.012248278,0,,,
6,4,0.011870623,0,,,
6,4,0.011942387,0,,,
6,4,0.011894703,0,,,
8,4,0.011972904,0,,,
9,6,0.011915922,0,,,
6,4,0.011932611,0,,,
5,4,0.011878729,0,,,
7,4,0.011911869,0,,,
2,6,0.011889935,0,,,
6,2,0.011905432,0,,,
8,6,0.011873007,0,,,
5,4,0.01199317,0,,,
3,6,0.011882305,0,,,
5,4,0.011918545,0,,,
7,6,0.011866093,0,,,
6,4,0.011900902,0,,,
4,4,0.011923552,1,,,
8,6,0.011936426,0,,,
5,6,0.011871576,0,,,
2,6,0.011957407,0,,,
5,6,0.011945248,0,,,
8,6,0.011907339,0,,,
6,4,0.011926413,0,,,
6,6,0.011873484,1,,,
6,4,0.011893988,0,,,
2,2,0.012139082,1,,,
4,4,0.011973381,1,,,
2,6,0.01194191,0,,,
2,4,0.011912107,0,,,
4,6,0.011944056,0,,,
4,4,0.011938334,1,,,
4,4,0.011927843,1,,,
6,6,0.011973143,1,,,
8,6,0.011980057,0,,,
4,4,0.01197648,1,,,
6,4,0.012049437,0,,,
4,4,0.011960268,1,,,
0,4,0.011958122,0,,,
0,6,0.011984587,0,,,
6,4,0.01189065,0,,,
6,4,0.01192379,0,,,
2,4,0.011911392,0,,,
4,6,0.011884212,0,,,
7,6,0.011952877,0,,,
7,6,0.01192379,0,,,
6,6,0.011966228,1,,,
0,2,0.01197648,0,,,
6,6,0.011956215,1,,,
0,4,0.011929512,0,,,
8,4,0.011913061,0,,,
2,4,0.011852026,0,,,
6,6,0.012201309,1,,,
6,4,0.012004614,0,,,
6,6,0.0119133,1,,,
2,4,0.011941433,0,,,
6,4,0.011943102,0,,,
8,4,0.011960268,0,,,
6,6,0.011929274,1,,,
4,4,0.011900902,1,,,
4,4,0.011885405,1,,,
4,6,0.011898041,0,,,
6,6,0.011907339,1,,,
5,6,0.011847496,0,,,
4,4,0.011888981,1,,,
5,6,0.011904955,0,,,
0,4,0.011940956,0,,,
8,4,0.011879683,0,,,
2,6,0.01187396,0,,,
4,4,0.011938572,1,,,
2,4,0.012001276,0,,,
8,6,0.011902332,0,,,
7,6,0.011916876,0,,,
0,4,0.011926413,0,,,
8,6,0.011960983,0,,,
8,6,0.011882782,0,,,
4,4,0.011889935,1,,,
6,4,0.011881113,0,,,
4,4,0.012432098,1,,,
8,2,0.01197505,0,,,
4,4,0.011857033,1,,,
0,4,0.011909723,0,,,
4,6,0.011892557,0,,,
7,6,0.011865854,0,,,
4,4,0.011914968,1,,,
8,6,0.011934042,0,,,
4,4,0.011892557,1,,,
4,4,0.011893988,1,,,
0,6,0.011973143,0,,,
3,6,0.011924267,0,,,
6,6,0.011938334,1,,,
6,6,0.011934519,1,,,
7,4,0.011931896,0,,,
6,4,0.011960268,0,,,
2,4,0.011904478,0,,,
4,6,0.011923313,0,,,
7,4,0.011944771,0,,,
4,4,0.011958122,1,,,
6,4,0.011933088,0,,,
5,4,0.011950254,0,,,
6,4,0.011960506,0,,,
0,6,0.011984825,0,,,
2,6,0.011960268,0,,,
7,6,0.01193285,0,,,
0,2,0.012109995,0,,,
9,6,0.011936665,0,,,
6,6,0.011961699,1,,,
8,6,0.011957645,0,,,
1,4,0.012079954,0,,,
0,6,0.011886835,0,,,
9,6,0.011842489,0,,,
5,6,0.011880636,0,,,
8,6,0.011819363,0,,,
4,4,0.011885405,1,,,
7,6,0.01205349,0,,,
2,6,0.011960268,0,,,
6,4,0.011970282,0,,,
8,6,0.011957645,0,,,
0,6,0.011893749,0,,,
2,2,0.011882067,1,,,
5,4,0.011859655,0,,,
6,6,0.011878252,1,,,
6,6,0.011922121,1,,,
7,6,0.011883974,0,,,
7,6,0.011933804,0,,,
6,4,0.011875153,0,,,
6,4,0.01196909,0,,,
8,4,0.011996031,0,,,
6,6,0.011898518,1,,,
7,6,0.011872053,0,,,
6,4,0.012075186,0,,,
2,2,0.011910677,1,,,
9,6,0.011896849,0,,,
0,6,0.011861563,0,,,
0,4,0.01190877,0,,,
4,6,0.011924744,0,,,
8,6,0.011992931,0,,,
5,4,0.011969328,0,,,
6,6,0.011933565,1,,,
4,4,0.011916876,1,,,
2,4,0.011971951,0,,,
6,4,0.011886835,0,,,
6,6,0.011891603,1,,,
4,6,0.011915445,0,,,
6,6,0.011893749,1,,,
2,4,0.011903286,0,,,
0,6,0.011903286,0,,,
5,4,0.011906147,0,,,
6,4,0.011927843,0,,,
2,4,0.011918306,0,,,
2,2,0.011859655,1,,,
0,4,0.011867285,0,,,
7,6,0.011874199,0,,,
4,6,0.011895418,0,,,
8,4,0.011884689,0,,,
2,4,0.011920929,0,,,
4,6,0.012117863,0,,,
2,6,0.011993408,0,,,
0,4,0.011898279,0,,,
8,4,0.011867523,0,,,
2,4,0.011852264,0,,,
8,6,0.011889696,0,,,
2,4,0.011900187,0,,,
6,6,0.011880398,1,,,
2,4,0.011872768,0,,,
2,4,0.011859894,0,,,
6,4,0.011909485,0,,,
0,6,0.011889458,0,,,
5,6,0.011881113,0,,,
8,6,0.011847019,0,,,
4,4,0.011859179,1,,,
2,6,0.011875868,0,,,
5,6,0.011899948,0,,,
4,6,0.011986017,0,,,
8,2,0.011979342,0,,,
4,4,0.011953592,1,,,
2,4,0.011935234,0,,,
7,6,0.01194644,0,,,
8,4,0.011959553,0,,,
6,4,0.011898994,0,,,
2,2,0.011909008,1,,,
5,6,0.011940718,0,,,
6,6,0.012058258,1,,,
8,4,0.011916876,0,,,
0,4,0.011924505,0,,,
6,4,0.011958838,0,,,
4,4,0.01196146,1,,,
4,4,0.01188302,1,,,
2,6,0.011888266,0,,,
8,6,0.011932373,0,,,
2,2,0.011966228,1,,,
8,6,0.011928558,0,,,
6,6,0.011923552,1,,,
5,4,0.011917114,0,,,
6,4,0.011869431,0,,,
4,6,0.011940718,0,,,
8,4,0.011922121,0,,,
4,2,0.011909246,0,,,
4,4,0.011870623,1,,,
4,6,0.011877537,0,,,
5,6,0.011857748,0,,,
8,6,0.011911869,0,,,
4,6,0.011958122,0,,,
2,2,0.011882782,1,,,
6,4,0.011932135,0,,,
2,4,0.011928082,0,,,
2,4,0.011920452,0,,,
8,4,0.01194334,0,,,
6,6,0.01194191,1,,,
5,4,0.013065815,0,,,
4,6,0.011981964,0,,,
5,4,0.011955023,0,,,
8,4,0.011879206,0,,,
0,4,0.011964798,0,,,
6,4,0.011933327,0,,,
6,6,0.011915922,1,,,
8,4,0.011927843,0,,,
8,6,0.011907101,0,,,
5,6,0.011873722,0,,,
6,6,0.011875868,1,,,
6,6,0.011848688,1,,,
2,2,0.011876345,1,,,
5,6,0.011909723,0,,,
0,6,0.011864424,0,,,
6,4,0.011891365,0,,,
6,4,0.011882067,0,,,
6,4,0.01187706,0,,,
7,6,0.011879921,0,,,
0,4,0.011904716,0,,,
6,4,0.011924505,0,,,
2,2,0.011967182,1,,,
4,4,0.011889219,1,,,
6,4,0.011897087,0,,,
5,4,0.011841297,0,,,
6,6,0.011870861,1,,,
8,2,0.012458086,0,,,
9,6,0.01190567,0,,,
5,4,0.011937141,0,,,
7,6,0.011889935,0,,,
4,4,0.011837959,1,,,
2,4,0.011911392,0,,,
2,6,0.011870623,0,,,
2,6,0.011879206,0,,,
0,4,0.011873722,0,,,
4,2,0.011904955,0,,,
6,6,0.011944532,1,,,
9,6,0.011994362,0,,,
4,4,0.011960506,1,,,
0,4,0.012013197,0,,,
8,4,0.011986017,0,,,
6,4,0.011991739,0,,,
6,6,0.011900425,1,,,
6,4,0.011975765,0,,,
6,4,0.011945009,0,,,
8,6,0.011905432,0,,,
6,4,0.011954308,0,,,
8,4,0.011981487,0,,,
8,4,0.011999607,0,,,
8,4,0.011945963,0,,,
5,6,0.011881828,0,,,
9,6,0.01196599,0,,,
4,4,0.011978388,1,,,
8,6,0.011959553,0,,,
6,2,0.011955261,0,,,
6,6,0.011925697,1,,,
7,6,0.01187849,0,,,
2,4,0.011962891,0,,,
0,2,0.011887312,0,,,
6,4,0.011871576,0,,,
4,4,0.011937141,1,,,
2,4,0.011928797,0,,,
4,4,0.011915922,1,,,
5,2,0.011918068,0,,,
4,4,0.011977673,1,,,
6,6,0.011936665,1,,,
1,4,0.011949778,0,,,
8,4,0.011940956,0,,,
6,4,0.011972666,0,,,
4,4,0.011880875,1,,,
8,4,0.011811972,0,,,
6,4,0.011823654,0,,,
4,4,0.011799574,1,,,
7,6,0.011767864,0,,,
4,6,0.011735439,0,,,
4,4,0.011752605,1,,,
2,4,0.011856556,0,,,
8,6,0.011919498,0,,,
4,4,0.012456417,1,,,
8,6,0.011922836,0,,,
8,6,0.011926174,0,,,
4,4,0.01187253,1,,,
4,4,0.01190567,1,,,
5,6,0.011878252,0,,,
4,6,0.011890888,0,,,
6,4,0.011879683,0,,,
5,6,0.011861324,0,,,
2,6,0.011864185,0,,,
0,6,0.011875153,0,,,
6,6,0.011930227,1,,,
0,6,0.011855364,0,,,
6,6,0.011885166,1,,,
2,6,0.011832237,0,,,
7,6,0.01185751,0,,,
2,4,0.011912107,0,,,
4,6,0.0119102,0,,,
7,6,0.011929989,0,,,
6,6,0.011917591,1,,,
0,6,0.01190567,0,,,
6,6,0.011895895,1,,,
2,6,0.011956453,0,,,
2,4,0.011915922,0,,,
7,6,0.011922598,0,,,
2,4,0.011895418,0,,,
6,4,0.011881113,0,,,
9,6,0.011970758,0,,,
5,6,0.01193738,0,,,
8,4,0.011932373,0,,,
5,4,0.011888266,0,,,
2,2,0.01189971,1,,,
6,6,0.011863708,1,,,
2,2,0.012052059,1,,,
2,4,0.011935472,0,,,
2,4,0.011905432,0,,,
4,6,0.011915207,0,,,
6,4,0.012009859,0,,,
4,6,0.011960983,0,,,
6,4,0.011976242,0,,,
0,4,0.011970282,0,,,
6,6,0.011969805,1,,,
8,4,0.011983395,0,,,
9,6,0.011996746,0,,,
5,6,0.011899471,0,,,
4,4,0.011906624,1,,,
4,4,0.011940718,1,,,
2,6,0.011912107,0,,,
6,6,0.011903286,1,,,
4,4,0.011917591,1,,,
2,4,0.011881351,0,,,
2,4,0.011893511,0,,,
6,6,0.01224637,1,,,
4,6,0.01196909,0,,,
4,4,0.011948109,1,,,
4,2,0.011875868,0,,,
6,4,0.012001753,0,,,
6,4,0.011899471,0,,,
8,4,0.011904955,0,,,
2,4,0.011908054,0,,,
6,4,0.011929035,0,,,
9,6,0.011914253,0,,,
0,4,0.011898994,0,,,
4,4,0.011914253,1,,,
6,4,0.011872768,0,,,
4,4,0.011921406,1,,,
8,6,0.011886358,0,,,
5,6,0.011912107,0,,,
7,6,0.011867762,0,,,
2,4,0.011902332,0,,,
6,4,0.011926174,0,,,
8,6,0.011879683,0,,,
2,4,0.011894226,0,,,
8,6,0.011933327,0,,,
8,4,0.011884689,0,,,
4,4,0.011860371,1,,,
6,6,0.011866331,1,,,
0,6,0.011895418,0,,,
2,2,0.011911392,1,,,
6,4,0.011896133,0,,,
7,6,0.011902332,0,,,
0,4,0.01191783,0,,,
0,6,0.011897802,0,,,
6,4,0.0119133,0,,,
2,4,0.011916399,0,,,
2,6,0.011926413,0,,,
8,4,0.011949778,0,,,
6,6,0.011901855,1,,,
0,4,0.011882782,0,,,
0,6,0.0119555,0,,,
6,6,0.011874914,1,,,
8,6,0.011951447,0,,,
6,2,0.011916161,0,,,
8,4,0.011936188,0,,,
5,6,0.011951208,0,,,
2,2,0.011900663,1,,,
2,2,0.011908531,1,,,
4,4,0.011928558,1,,,
4,4,0.011898041,1,,,
8,6,0.011905432,0,,,
8,6,0.011902332,0,,,
2,6,0.011947155,0,,,
4,2,0.011929035,0,,,
6,6,0.011930704,1,,,
2,6,0.011924505,0,,,
6,6,0.011864185,1,,,
5,4,0.012041807,0,,,
5,4,0.011965036,0,,,
6,6,0.011939049,1,,,
4,6,0.011918545,0,,,
0,6,0.011955023,0,,,
2,6,0.011933565,0,,,
2,6,0.011908531,0,,,
9,6,0.011880875,0,,,
7,6,0.011898518,0,,,
6,4,0.011888981,0,,,
1,6,0.011861086,0,,,
7,6,0.011918306,0,,,
7,6,0.011996984,0,,,
8,4,0.011927128,0,,,
6,6,0.011882544,1,,,
2,4,0.01188755,0,,,
3,6,0.011930943,0,,,
2,4,0.011897564,0,,,
4,4,0.011900425,1,,,
4,4,0.011898518,1,,,
7,6,0.011868715,0,,,
6,6,0.011897802,1,,,
6,4,0.011855125,0,,,
6,6,0.011900187,1,,,
2,2,0.011924744,1,,,
4,6,0.011918783,0,,,
0,4,0.011902094,0,,,
4,6,0.011910915,0,,,
6,6,0.011871099,1,,,
0,6,0.011844397,0,,,
8,6,0.011852503,0,,,
2,4,0.011921406,0,,,
5,6,0.011927605,0,,,
6,6,0.011904955,1,,,
4,6,0.011934757,0,,,
4,6,0.011931419,0,,,
4,4,0.011934757,1,,,
4,4,0.011922359,1,,,
6,6,0.011881828,1,,,
4,6,0.011838675,0,,,
8,4,0.011913538,0,,,
2,4,0.011892319,0,,,
0,6,0.011873007,0,,,
4,2,0.011903763,0,,,
5,6,0.011965036,0,,,
6,6,0.011941671,1,,,
2,6,0.011891127,0,,,
6,4,0.011900425,0,,,
3,6,0.011878252,0,,,
6,6,0.011902809,1,,,
6,6,0.011934996,1,,,
4,2,0.011977196,0,,,
4,4,0.011895418,1,,,
4,4,0.011926889,1,,,
2,4,0.011909485,0,,,
5,4,0.011954069,0,,,
8,4,0.011894941,0,,,
4,4,0.011914492,1,,,
6,6,0.011940479,1,,,
4,4,0.011924744,1,,,
6,6,0.011891842,1,,,
5,4,0.011939287,0,,,
6,4,0.011899233,0,,,
5,4,0.011891842,0,,,
0,2,0.011910677,0,,,
2,2,0.011846542,1,,,
8,6,0.011928082,0,,,
6,4,0.011879921,0,,,
8,4,0.011909485,0,,,
4,6,0.011901855,0,,,
4,4,0.011905193,1,,,
6,6,0.011930943,1,,,
2,2,0.011874199,1,,,
8,6,0.011879444,0,,,
4,6,0.01198101,0,,,
0,4,0.011966228,0,,,
4,4,0.012012243,1,,,
7,6,0.011947393,0,,,
6,4,0.011945486,0,,,
6,6,0.011926174,1,,,
6,6,0.011899233,1,,,
0,4,0.011960506,0,,,
4,4,0.011910677,1,,,
5,6,0.011925697,0,,,
6,6,0.011891127,1,,,
7,6,0.011899471,0,,,
4,4,0.01190424,1,,,
5,6,0.011876345,0,,,
7,6,0.011928558,0,,,
4,4,0.011891127,1,,,
6,4,0.011902809,0,,,
4,4,0.011881113,1,,,
8,6,0.011903286,0,,,
2,4,0.011903524,0,,,
6,6,0.011879444,1,,,
9,6,0.011888504,0,,,
6,6,0.011879444,1,,,
4,4,0.011869907,1,,,
5,2,0.011878967,0,,,
3,2,0.011880875,0,,,
5,6,0.011904001,0,,,
2,4,0.011949062,0,,,
5,6,0.011888266,0,,,
8,6,0.011919498,0,,,
6,6,0.011915684,1,,,
4,4,0.011869669,1,,,
4,4,0.011852741,1,,,
8,4,0.011904478,0,,,
5,6,0.01197958,0,,,
4,4,0.011896372,1,,,
0,6,0.011966705,0,,,
6,6,0.01189065,1,,,
7,6,0.011904001,0,,,
4,6,0.011909008,0,,,
8,4,0.011884689,0,,,
8,6,0.011865854,0,,,
6,6,0.011866808,1,,,
5,6,0.011884928,0,,,
2,4,0.011903763,0,,,
8,6,0.01187849,0,,,
2,6,0.011867523,0,,,
7,6,0.01192975,0,,,
4,4,0.01190424,1,,,
9,6,0.011900663,0,,,
8,6,0.011894703,0,,,
0,4,0.011908054,0,,,
2,4,0.011888742,0,,,
7,6,0.011903524,0,,,
6,4,0.011852503,0,,,
6,6,0.011883974,1,,,
8,4,0.011901855,0,,,
4,2,0.011898756,0,,,
6,4,0.01186204,0,,,
4,6,0.011860132,0,,,
5,4,0.011887074,0,,,
4,6,0.011925459,0,,,
6,6,0.011957884,1,,,
3,6,0.011907101,0,,,
2,4,0.011877775,0,,,
4,4,0.011870146,1,,,
4,6,0.011928558,0,,,
5,2,0.011894703,0,,,
6,4,0.011889935,0,,,
6,4,0.011846781,0,,,
8,6,0.01187706,0,,,
6,4,0.011917591,0,,,
5,6,0.011940479,0,,,
6,4,0.011946917,0,,,
8,2,0.011934042,0,,,
7,6,0.011952639,0,,,
7,6,0.011900425,0,,,
4,6,0.01187706,0,,,
4,4,0.011929035,1,,,
4,4,0.011941195,1,,,
2,2,0.01215291,1,,,
2,6,0.011982918,0,,,
4,4,0.01186347,1,,,
6,6,0.011959076,1,,,
4,4,0.011955023,1,,,
4,4,0.011922359,1,,,
8,4,0.011867046,0,,,
4,4,0.011916637,1,,,
8,6,0.011945724,0,,,
8,4,0.011904716,0,,,
5,4,0.011914253,0,,,
6,4,0.011888981,0,,,
2,4,0.01193881,0,,,
0,6,0.011912823,0,,,
0,4,0.011884928,0,,,
6,6,0.011894226,1,,,
4,2,0.011919737,0,,,
2,4,0.011841774,0,,,
8,6,0.011936188,0,,,
2,6,0.011879444,0,,,
4,6,0.011893034,0,,,
8,6,0.011914253,0,,,
8,6,0.011877537,0,,,
2,4,0.01192379,0,,,
6,4,0.011923552,0,,,
8,6,0.011921167,0,,,
8,6,0.011869669,0,,,
0,4,0.011891127,0,,,
6,6,0.011903048,1,,,
6,4,0.01191473,0,,,
2,2,0.011848688,1,,,
7,6,0.011831522,0,,,
0,4,0.011850357,0,,,
8,6,0.011924028,0,,,
5,4,0.01191926,0,,,
7,6,0.011884212,0,,,
4,2,0.011926413,0,,,
6,6,0.011916161,1,,,
4,6,0.01189065,0,,,
5,4,0.01186657,0,,,
8,6,0.011872292,0,,,
6,6,0.011912584,1,,,
7,6,0.011881113,0,,,
8,4,0.011913061,0,,,
6,6,0.011918068,1,,,
4,2,0.011948347,0,,,
7,6,0.011877537,0,,,
6,6,0.011900663,1,,,
6,6,0.011889696,1,,,
2,4,0.011895418,0,,,
4,6,0.011964321,0,,,
5,6,0.01189518,0,,,
2,4,0.012206554,0,,,
6,4,0.012237072,0,,,
0,6,0.011919737,0,,,
4,6,0.011948824,0,,,
9,6,0.011899233,0,,,
2,6,0.011968851,0,,,
6,6,0.011870146,1,,,
0,4,0.01196599,0,,,
2,4,0.011943579,0,,,
5,6,0.012006998,0,,,
4,6,0.011959076,0,,,
6,6,0.011930466,1,,,
9,4,0.011907339,0,,,
4,4,0.01196909,1,,,
4,4,0.012100935,1,,,
0,4,0.012020588,0,,,
8,6,0.011924028,0,,,
2,4,0.011873245,0,,,
2,4,0.011962414,0,,,
2,4,0.011898518,0,,,
8,6,0.011879921,0,,,
2,4,0.011944771,0,,,
2,4,0.011927843,0,,,
8,2,0.011922359,0,,,
8,4,0.011951447,0,,,
4,6,0.011967421,0,,,
8,6,0.011919022,0,,,
7,6,0.011936426,0,,,
8,4,0.011862278,0,,,
4,6,0.011895895,0,,,
4,2,0.011954546,0,,,
8,4,0.011882544,0,,,
6,4,0.011902571,0,,,
4,4,0.011876106,1,,,
8,6,0.011885166,0,,,
6,6,0.011940241,1,,,
2,6,0.011860847,0,,,
9,4,0.011917591,0,,,
6,6,0.011936426,1,,,
0,4,0.011915207,0,,,
0,4,0.011947632,0,,,
6,4,0.011865854,0,,,
4,4,0.01187706,1,,,
6,4,0.011885881,0,,,
4,4,0.01187396,1,,,
4,4,0.011916399,1,,,
6,6,0.011905909,1,,,
4,4,0.011899233,1,,,
4,4,0.011903524,1,,,
7,6,0.011892319,0,,,
5,6,0.01187706,0,,,
5,6,0.011934519,0,,,
2,6,0.012012482,0,,,
2,4,0.011862278,0,,,
4,4,0.011890173,1,,,
0,4,0.011880636,0,,,
7,6,0.011875629,0,,,
4,2,0.011909723,0,,,
4,4,0.011919022,1,,,
5,2,0.011921167,0,,,
8,4,0.01187706,0,,,
6,4,0.011883259,0,,,
0,2,0.011917114,0,,,
